,treino,previsto
gamma1,[0.47149733572375285],[0.4735639691352844]
gamma2,[0.83833102010331],[0.8557987213134766]
gamma3,[0.9959490901086114],[0.9726871848106384]
gamma4,[0.5725822051460012],[0.576146125793457]
JXX,[-0.1579107714267074],[-0.1652211993932724]
JXY,[0.12982945963868775],[0.12246589362621307]
JXZ,[0.1162808953521044],[0.13819287717342377]
JYX,[0.17770025530371414],[0.18477630615234375]
JYY,[0.6015631527261587],[0.5965217351913452]
JYZ,[0.9337535631262239],[0.9459965825080872]
JZX,[0.34522097948514796],[0.3440081477165222]
JZY,[0.6176103665600245],[0.5933845639228821]
JZZ,[0.14054965261621977],[0.14339621365070343]
