,treino,previsto,MAPE,MSE,AE
gamma1,[0.42217723868822266],[0.4223971962928772],0.0005210077296871514,4.838134784536358e-08,0.0002199576046545415
gamma2,[0.752277576156766],[0.7516912221908569],0.0007794383143848022,3.4381097333734685e-07,0.0005863539659091144
gamma3,[0.8673128365846117],[0.866750955581665],0.0006478412162781524,3.1571026147230997e-07,0.0005618810029466292
gamma4,[0.5133662267065129],[0.5133530497550964],2.5667741138690854e-05,1.7363204863146406e-10,1.3176951416449256e-05
JXX,[-0.49062788968221094],[-0.4897361993789673],0.0018174472385196403,7.951115968987578e-07,0.000891690303243653
JXY,[-0.28781508340846984],[-0.2878168225288391],6.042492105260975e-06,3.024539658812284e-12,1.739120369270708e-06
JXZ,[-0.6434039479658533],[-0.6428368091583252],0.0008814661602888108,3.216464270044208e-07,0.0005671388075281225
JYX,[0.6293799732194609],[0.6287552118301392],0.0009926616923095523,3.9032679358726916e-07,0.0006247613893217707
JYY,[-0.4119906324923841],[-0.41128668189048767],0.0017086568149324204,4.955464499103465e-07,0.0007039506018964303
JYZ,[0.7655460513744845],[0.7648380398750305],0.0009248450804269728,5.012802833590824e-07,0.0007080114994539866
JZX,[-0.852570647504473],[-0.8521119356155396],0.0005380338747012995,2.1041659704887302e-07,0.0004587118889334274
JZY,[-0.9827666564589634],[-0.9815119504928589],0.0012767079121563014,1.574287061378358e-06,0.0012547059661045523
JZZ,[-0.152297208490475],[-0.15070484578609467],0.010455626338547994,2.535618982301488e-06,0.0015923627043803457
JIX,[-0.5802975109269655],[-0.579983115196228],0.0005417836968406483,9.884467550592753e-08,0.0003143957307374379
JIY,[-0.2292041774699194],[-0.2279956042766571],0.005272910845706109,1.460649163472198e-06,0.0012085731932622856
JIZ,[-0.6098793712177752],[-0.6091864109039307],0.0011362252054220407,4.801939965635811e-07,0.0006929603138445817
JXI,[-0.208798665868833],[-0.20788629353046417],0.004369627241497694,8.324232838206024e-07,0.0009123723383688276
JYI,[0.12536156185456337],[0.12515710294246674],0.0016309537714107242,4.180344673574112e-08,0.0002044589120966389
JZI,[0.29162154792135575],[0.2917598485946655],0.00047424709969331113,1.912707623793764e-08,0.0001383006733097769
