,treino,previsto,MAPE,MSE,AE
gamma1,[0.1692370701348863],[0.1693272888660431],0.0005330908357422542,8.13941945153881e-09,9.021873115677703e-05
gamma2,[0.3602371232890349],[0.36019837856292725],0.00010755339636822151,1.5011538011570827e-09,3.874472610765345e-05
gamma3,[0.44091632364843825],[0.44082111120224],0.0002159422119154137,9.06540991105583e-09,9.52124461982562e-05
gamma4,[0.2288147816548517],[0.22867421805858612],0.000614311694589747,1.9758124595111545e-08,0.0001405635962655749
JXX,[0.46768034181955564],[0.4673723578453064],0.000658535214567726,9.485412839436177e-08,0.0003079839742492485
JXY,[0.45606486545824554],[0.455867737531662],0.00043223659947029856,3.885941943912998e-08,0.00019712792658355127
JXZ,[0.7163732339305475],[0.715924859046936],0.0006258956398348084,2.0104003625361803e-07,0.0004483748836114909
JYX,[-0.9264151318174876],[-0.9261093139648438],0.0003301088703547638,9.352455899568359e-08,0.00030581785264383043
JYY,[-0.661415621972901],[-0.6610891222953796],0.0004936376866145219,1.0660203942158339e-07,0.00032649967752140796
JYZ,[0.9939517430031608],[0.9931591749191284],0.0007973909091780377,6.281641678267667e-07,0.0007925680840323857
JZX,[0.4936040808612847],[0.49327799677848816],0.0006606186930780047,1.0633082905326836e-07,0.00032608408279655166
JZY,[-0.47800393580086764],[-0.4780566394329071],0.00011025773658361567,2.777672830151174e-09,5.27036320394636e-05
JZZ,[0.48488572323438395],[0.48489490151405334],1.8928748011334482e-05,8.42408176896723e-11,9.178279669397327e-06
JIX,[0.23428295333990445],[0.2340642362833023],0.0009335594138802996,4.7837150848706686e-08,0.0002187170566021468
JIY,[0.7802771064051002],[0.7802162766456604],7.7959174939822e-05,3.7002596335006904e-09,6.082975943977331e-05
JIZ,[-0.0870255604078809],[-0.0868302658200264],0.00224410606423184,3.813997604525895e-08,0.00019529458785449982
JXI,[0.42280951861583915],[0.4223228693008423],0.0011509894966178203,2.3682755578692046e-07,0.0004866493149968676
JYI,[0.8739626067564656],[0.8732658624649048],0.0007972243734164812,4.854526078226418e-07,0.0006967442915608579
JZI,[0.041119655381228304],[0.041046977043151855],0.0017674841241404734,5.282140825554531e-09,7.267833807644841e-05
