,treino,previsto,MAPE,MSE,AE
gamma1,[0.6697331158548405],[0.5940091013908386],0.1130659551862663,0.005734126366544369,0.0757240144640019
gamma2,[0.968985475592904],[0.9132627248764038],0.05750628066164204,0.0031050249474132274,0.055722750716500236
gamma3,[0.8927731180625529],[0.696156919002533],0.22023086838311798,0.03865792973280938,0.19661619906001992
gamma4,[0.9074960881017821],[0.9011783599853516],0.006961713884238717,3.991368855313646e-05,0.006317728116430499
JIX,[-0.5516290503053471],[-0.43342480063438416],0.2142821332660645,0.013972244640275354,0.11820424967096299
JIY,[0.8652805931946954],[0.6638996005058289],0.23273490041577083,0.040554304216353323,0.20138099268886656
JIZ,[0.8914872178362601],[1.1552257537841797],0.29584107396182613,0.06955801534395209,0.26373853594791963
JXI,[-0.9544828513835384],[-0.588570773601532],0.3833616049273289,0.1338916486667451,0.3659120777820064
JYI,[0.6938338920461884],[0.7552275657653809],0.0884846854888223,0.0037691831727386634,0.061393673719192465
JZI,[0.42874637280803074],[0.2874516248703003],0.32955322050268293,0.019964205794786784,0.14129474793773045
JXX,[0.3597921523702974],[0.3499833345413208],0.027262456294158865,9.621290720204881e-05,0.00980881782897658
JXY,[-0.9788509022210652],[-0.6844874620437622],0.30072347025412816,0.08664983491301663,0.294363440177303
JXZ,[0.6566237432499853],[0.811725914478302],0.2362116399578126,0.024056683519738074,0.1551021712283167
JYX,[-0.24347586207152738],[-0.34250709414482117],0.40673942472457814,0.009807184925954572,0.09903123207329378
JYY,[0.6131158903393255],[0.5389135479927063],0.12102498649244321,0.00550598760972487,0.07420234234661915
JYZ,[0.07210550155686524],[0.4794195592403412],5.6488624153352855,0.16590474158657798,0.40731405768347595
JZX,[0.5225812965223957],[0.6740949153900146],0.2899331068216401,0.022956376702362093,0.15151361886761894
JZY,[0.45724655065782316],[0.16204825043678284],0.6455998406031709,0.08714203645339146,0.2951983002210403
JZZ,[-0.32218083756748106],[-0.1283712536096573],0.6015552800132944,0.037562154833904744,0.19380958395782377
