,treino,previsto,MAPE,MSE,AE
gamma1,[0.46137519071410127],[0.4612576365470886],0.0002547908283293239,1.3818982182036986e-08,0.00011755416701264565
gamma2,[0.7856333408759735],[0.785688579082489],7.031041535730885e-05,3.0512594590534346e-09,5.52382065155399e-05
gamma3,[0.5584469387242702],[0.5582293272018433],0.00038967269285074523,4.7354774692971257e-08,0.00021761152242694148
gamma4,[0.974261266946173],[0.9741024971008301],0.00016296434101355044,2.5207863790211508e-08,0.00015876984534290983
JXX,[-0.16795724132015688],[-0.16676992177963257],0.007069177435827648,1.4097276913108634e-06,0.001187319540524312
JXY,[0.7918128551580439],[0.7926840782165527],0.0011002891059844525,7.590296176774993e-07,0.000871223058508841
JXZ,[-0.40060849944206534],[-0.40057486295700073],8.396348332960805e-05,1.1314131275012708e-09,3.363648506460315e-05
JYX,[0.36267120144248377],[0.361754447221756],0.0025277833395138697,8.404383012222157e-07,0.000916754220727789
JYY,[-0.8468727980494843],[-0.8455754518508911],0.0015319256936593962,1.6831071590043045e-06,0.00129734619859323
JYZ,[0.7208768750809686],[0.7202562689781189],0.0008609044405537992,3.8515193489435727e-07,0.0006206061028497523
JZX,[-0.0646316912873881],[-0.06414810568094254],0.007482174716661537,2.3385503876132878e-07,0.00048358560644556903
JZY,[-0.9926550802113958],[-0.9919551014900208],0.0007051580506957092,4.89970210377865e-07,0.0006999787213750608
JZZ,[-0.7094524862747427],[-0.7081908583641052],0.001778312057601083,1.5917049848993968e-06,0.0012616279106374417
JIX,[-0.837818670752231],[-0.8379688858985901],0.00017929314731572553,2.2564590195669338e-08,0.0001502151463590451
JIY,[0.2136055782918591],[0.21345315873622894],0.0007135560636993754,2.3231720938497798e-08,0.00015241955563016774
JIZ,[0.9954557010352247],[0.9942901730537415],0.001170848667872605,1.3584554756204963e-06,0.001165527981483283
JXI,[-0.7188265123325341],[-0.7180289030075073],0.0011095992027876625,6.361806353697325e-07,0.0007976093250268157
JYI,[0.704572082529658],[0.7038692235946655],0.0009975685276500568,4.940106824987143e-07,0.0007028589349924452
JZI,[-0.7008545123478973],[-0.7004566788673401],0.0005676406066423934,1.5827147825227133e-07,0.00039783348055721923
