,treino,previsto,MAPE,MSE,AE
gamma1,[0.17618810428468956],[0.16348464787006378],0.07210166921428014,0.0001613778048782969,0.01270345641462578
gamma2,[0.8508752517946389],[0.7929509282112122],0.06807616446859227,0.003355227262597522,0.057924323583426696
gamma3,[0.8202199870687111],[0.8046571612358093],0.01897396561685845,0.00024220154790523577,0.015562825832901805
gamma4,[0.37585828567644886],[0.4006344974040985],0.06591902499384523,0.0006138606675733243,0.024776211727649655
JIX,[-0.9228963213252399],[-0.9444862604141235],0.023393677697058527,0.0004661254698617051,0.021589939088883625
JIY,[0.3924486452741056],[0.4150753617286682],0.05765522884850062,0.000511968297515174,0.0226267164545626
JIZ,[-0.712133557209278],[-0.765426516532898],0.07483562427877352,0.002840139513469015,0.05329295932361999
JXI,[-0.0749354903418249],[-0.11722264438867569],0.5643141034235472,0.0017882033973820896,0.042287154046850794
JYI,[0.34329352823553405],[0.3513439893722534],0.02345066386219765,6.480992451382888e-05,0.008050461136719367
JZI,[0.5859025433105887],[0.7967868447303772],0.359930681010883,0.044472188585312225,0.21088430141978853
JXX,[-0.09362154306757531],[-0.18719442188739777],0.9994802024602636,0.008755883650629178,0.09357287881982246
JXY,[-0.0034555404038976167],[-0.0487520806491375],13.108381020273539,0.0020517765581886363,0.04529654024523988
JXZ,[-0.9616857839513044],[-0.96138596534729],0.0003117635812214344,8.989119531314437e-08,0.0002998186040144013
JYX,[-0.1352223220971196],[-0.15753787755966187],0.1650286366663246,0.0004979840156018002,0.02231555546254227
JYY,[-0.25525063835814765],[-0.2874891459941864],0.12630137908138825,0.0010393213745989287,0.03223850763603875
JYZ,[0.704577266381706],[0.6966111660003662],0.011306212620581737,6.34587552855825e-05,0.007966100381339825
JZX,[0.09396780858201126],[0.05316947400569916],0.43417352380528257,0.0016645041042007034,0.0407983345763121
JZY,[0.510633676509932],[0.4772106111049652],0.06545409545528999,0.0011171013010646857,0.033423065404966756
JZZ,[-0.13186372229553167],[-0.14569388329982758],0.10488222813322291,0.0001912733534047471,0.013830161004295904
