,treino,previsto,MAPE,MSE,AE
gamma1,[0.4121982082245681],[0.4122559428215027],0.0001400651331874171,3.333283683199433e-09,5.773459693458882e-05
gamma2,[0.3921160702731351],[0.392092764377594],5.943621623281242e-05,5.431647669733515e-10,2.330589554111473e-05
gamma3,[0.4143186456422864],[0.41424980759620667],0.00016614759389598982,4.738676588072431e-09,6.883804607971111e-05
gamma4,[0.14720958617343982],[0.14715184271335602],0.0003922533958880301,3.334307182449794e-09,5.774346008380338e-05
JXX,[0.5761022388154311],[0.5761464238166809],7.669645815065776e-05,1.9523143354455305e-09,4.4185001249807954e-05
JXY,[0.7293919108689626],[0.7295044660568237],0.00015431373200593473,1.2668670314454204e-08,0.00011255518786112972
JXZ,[-0.17093465529655072],[-0.17093011736869812],2.6547734540584887e-05,2.0592789195395684e-11,4.537927852599211e-06
JYX,[0.6576844368628596],[0.6576547622680664],4.5119806901226675e-05,8.805815761402702e-10,2.967459479319423e-05
JYY,[0.13409102615190394],[0.13409002125263214],7.494157518463766e-06,1.0098225464537443e-12,1.0048992717948124e-06
JYZ,[0.6612263399279708],[0.6613174080848694],0.00013772614821810182,8.293409200913978e-09,9.106815689863268e-05
JZX,[-0.3576098895078468],[-0.3578144609928131],0.0005720520907513741,4.1849492461330034e-08,0.0002045714849663316
JZY,[0.09643259359449252],[0.09648187458515167],0.000511040809151951,2.4286160403472988e-09,4.92809906591507e-05
JZZ,[-0.11943636623090592],[-0.11946368217468262],0.00022870709013271418,7.461607844115984e-10,2.731594377669566e-05
JIX,[0.36848190482414656],[0.36837249994277954],0.00029690706635710287,1.1969428066930525e-08,0.00010940488136701454
JIY,[-0.8083253830463917],[-0.8082976937294006],3.425516205700147e-05,7.666982754304036e-10,2.7689316991041935e-05
JIZ,[-0.6661703874666143],[-0.6661815643310547],1.6777786360204897e-05,1.2492229871929647e-10,1.1176864440409773e-05
JXI,[0.21024771548237609],[0.21048061549663544],0.001107740998398028,5.424241664200628e-08,0.0002329000142593518
JYI,[-0.34392793595973714],[-0.34393981099128723],3.452767370278575e-05,1.4101637431564236e-10,1.1875031550090398e-05
JZI,[0.8292446415583807],[0.8292965292930603],6.257228817548485e-05,2.692337010177207e-09,5.188773467956764e-05
