,treino,previsto,MAPE,MSE,AE
gamma1,[0.3375473620472763],[0.3376060724258423],0.0001739322689707492,3.4469085513599465e-09,5.871037856597372e-05
gamma2,[0.4335188106185648],[0.4335564374923706],8.679409724374021e-05,1.4157816323989758e-09,3.7626873805818306e-05
gamma3,[0.14416802024761088],[0.1442730575799942],0.0007285758117709758,1.1032841194203536e-08,0.00010503733238331758
gamma4,[0.7287254214522619],[0.7285691499710083],0.00021444494270860407,2.4420775853204775e-08,0.00015627148125363366
JXX,[-0.02766565445920155],[-0.027527103200554848],0.005008060042498651,1.9196451272585294e-08,0.00013855125864670192
JXY,[-0.2813102593254373],[-0.281284362077713],9.205937880254457e-05,6.706674396928541e-10,2.589724772428248e-05
JXZ,[-0.188999914209238],[-0.18915358185768127],0.0008130567100318636,2.361374617808366e-08,0.00015366764844326752
JYX,[-0.340400904802481],[-0.34020692110061646],0.0005698683497245093,3.762967658906284e-08,0.00019398370186451963
JYY,[-0.6648234377107922],[-0.6653329133987427],0.0007663323208109957,2.5956547661259026e-07,0.0005094756879504558
JYZ,[0.26359431455016225],[0.2636266350746155],0.00012261464936521826,1.0446163009320447e-09,3.232052445323319e-05
JZX,[0.7875587270091329],[0.7872397303581238],0.0004050449065818003,1.0175886335501886e-07,0.0003189966510090958
JZY,[0.3776271654931602],[0.37691712379455566],0.0018802717693185088,5.041592137572455e-07,0.0007100416986045577
JZZ,[0.2695593710882205],[0.26949283480644226],0.0002468334953802887,4.427076792870398e-09,6.65362817782178e-05
JIX,[-0.01102512804113065],[-0.011550603434443474],0.047661613665843254,2.7612438897726733e-07,0.0005254753933128242
JIY,[0.11338346029479829],[0.11277861893177032],0.005334476134838091,3.658330744295249e-07,0.0006048413630279637
JIZ,[0.6194855109905537],[0.6195303797721863],7.242910582496558e-05,2.0132075651910437e-09,4.486878163256769e-05
JXI,[-0.358768861095224],[-0.35897576808929443],0.0005767139139077256,4.281050419526666e-08,0.00020690699407044377
JYI,[-0.35806504184041565],[-0.3585285544395447],0.0012944927456381072,2.1484392955134277e-07,0.00046351259912902343
JZI,[0.38633367460551105],[0.38707441091537476],0.0019173485475219903,5.48690280750506e-07,0.0007407363098637099
