,treino,previsto,MAPE,MSE,AE
gamma1,[0.30821956876132295],[0.3586657643318176],0.16366967150472808,0.0025448186475365967,0.05044619557049468
gamma2,[0.4007024373711281],[0.3898727297782898],0.02702680738327502,0.00011728256654637953,0.0108297075928383
gamma3,[0.8816498189519364],[0.8424037098884583],0.044514395874466414,0.001540257076622421,0.03924610906347814
gamma4,[0.012715156358592217],[0.006564588285982609],0.4837194210713253,3.782948761580467e-05,0.006150568072609608
JIX,[-0.8504124862537785],[-0.783071756362915],0.07918596090646744,0.004534773902234234,0.06734072989086348
JIY,[0.5320014716444283],[0.4985540807247162],0.06287086164691524,0.0011187279593360435,0.03344739091971216
JIZ,[0.944187335187751],[0.9262772798538208],0.01896875192714674,0.0003207700820644415,0.017910055333930197
JXI,[-0.16941362221762857],[-0.046851109713315964],0.7234513429319688,0.015021569471369784,0.1225625125043126
JYI,[0.889752232974109],[0.910343587398529],0.023142796006918535,0.0004240038770320836,0.02059135442442006
JZI,[-0.1410672442944536],[-0.210759699344635],0.494037119664083,0.004857038290921555,0.0696924550501814
JXX,[0.24322790321746246],[0.20446695387363434],0.159360619530454,0.0015024111940348096,0.03876094934382812
JXY,[0.8389083130549975],[0.8826912641525269],0.05219038888539307,0.0019169468068086497,0.04378295109752939
JXZ,[-0.5924918257624066],[-0.5209836363792419],0.12069059229829764,0.005113421148858536,0.07150818938316461
JYX,[-0.920518135049899],[-0.9330857396125793],0.013652750645699227,0.00015794468444390412,0.012567604562680357
JYY,[-0.6464582042697216],[-0.737540602684021],0.1408944890987835,0.008296003300901177,0.09108239841429944
JYZ,[-0.9300242489872956],[-0.9267414808273315],0.0035297662007616453,1.077656679207401e-05,0.003282768159964089
JZX,[-0.12107743052932629],[-0.060245782136917114],0.5024193867219133,0.003700489446137698,0.06083164839240918
JZY,[-0.7539648609946157],[-0.7679234147071838],0.018513533500956934,0.00019484122174665024,0.013958553712568156
JZZ,[-0.8089635298967284],[-0.8446698784828186],0.04413839099847736,0.001274943329351388,0.03570634858609023
