,treino,previsto,MAPE,MSE,AE
gamma1,[0.9963436915955056],[0.9957196712493896],0.0006263103298387833,3.8940139236669766e-07,0.0006240203461159721
gamma2,[0.0931113892655685],[0.09314482659101486],0.0003591110143464083,1.1180547330058993e-09,3.3437325446361577e-05
gamma3,[0.02036645837312856],[0.020284177735447884],0.004040007161443296,6.770103337138707e-09,8.228063768067617e-05
gamma4,[0.9398019156431335],[0.939146876335144],0.0006969972045026413,4.290764950113515e-07,0.0006550393079894912
JXX,[-0.5363952858520995],[-0.5359960794448853],0.0007442392163832718,1.593657555609077e-07,0.0003992064072142476
JXY,[0.5151849707900231],[0.514967679977417],0.0004217724214138471,4.721529724303237e-08,0.00021729081260613015
JXZ,[-0.7051975580794432],[-0.7048782110214233],0.00045284765150003663,1.0198254346592485e-07,0.00031934705801983654
JYX,[0.4813103978800122],[0.4812137484550476],0.0002008047725340475,9.34111134598161e-09,9.664942496456774e-05
JYY,[0.3243333110305264],[0.3239246904850006],0.0012598784387193513,1.6697075022581661e-07,0.0004086205455258174
JYZ,[-0.7268429513101398],[-0.7263662219047546],0.000655890525629801,2.2727092595885336e-07,0.00047672940538512343
JZX,[0.07132349509557745],[0.0712902843952179],0.0004656347857750056,1.1029506183720714e-09,3.321070035955387e-05
JZY,[-0.10449814012543279],[-0.10488348454236984],0.0036875720129995395,1.4849031966455512e-07,0.0003853444169370501
JZZ,[-0.17485983364389868],[-0.17462311685085297],0.0013537516770591417,5.603484010984567e-08,0.00023671679304571036
JIX,[-0.9754435052040491],[-0.9750900268554688],0.00036237705894244147,1.2494694291509103e-07,0.00035347834858034943
JIY,[-0.7752022778395284],[-0.7745662331581116],0.000820488664183898,4.045528367586872e-07,0.0006360446814168697
JIZ,[-0.21432527689851488],[-0.2125728875398636],0.008176307451972032,3.0708684643143014e-06,0.0017523893586512962
JXI,[0.3677285469065339],[0.36759692430496216],0.0003579341410368923,1.7324509244511638e-08,0.00013162260157173478
JYI,[-0.7226181335707385],[-0.722131609916687],0.0006732790549378233,2.3670526595156585e-07,0.0004865236540514406
JZI,[-0.7751128742812254],[-0.774953305721283],0.00020586493301436978,2.5462125322116863e-08,0.0001595685599424801
