,treino,previsto,MAPE,MSE,AE
gamma1,[0.8620792033230213],[0.8454368710517883],0.01930487617272578,0.00027696722342612394,0.016642332271233018
gamma2,[0.6417943230689989],[0.5393131971359253],0.1596790782489609,0.010502381172510483,0.10248112593307357
gamma3,[0.6336250886311446],[0.4815506041049957],0.2400070439992896,0.023126648843893906,0.1520744845261489
gamma4,[0.164948954154845],[0.12095370888710022],0.26672036505575214,0.0019355816061690202,0.04399524526774479
JIX,[-0.1579107714267074],[-0.24960152804851532],0.5806491589737133,0.008407194849879613,0.09169075662180792
JIY,[0.12982945963868775],[0.33654457330703735],1.5922049914066714,0.0427311382189187,0.2067151136683496
JIZ,[0.1162808953521044],[-0.13293136656284332],2.143191804297004,0.0621067514887645,0.24921226191494772
JXI,[0.17770025530371414],[0.39407050609588623],1.2176136180691786,0.04681608542786745,0.2163702507921721
JYI,[0.6015631527261587],[0.5900564193725586],0.019128055469245366,0.00013240491247085265,0.011506733353600085
JZI,[0.9337535631262239],[0.6338324546813965],0.3211994259392019,0.08995267129077394,0.29992110844482744
JXX,[0.34522097948514796],[0.3471543490886688],0.005600382706764319,3.7379180238184173e-06,0.0019333696035208625
JXY,[0.6176103665600245],[0.6132639050483704],0.007037546237870283,1.88917276722912e-05,0.004346461511654187
JXZ,[0.14054965261621977],[0.37886154651641846],1.6955708496194244,0.056792558774299555,0.2383118939001987
JYX,[-0.057005328552494294],[-0.14586059749126434],1.5587186530632169,0.007895258818181154,0.08885526893877005
JYY,[0.6766620402066199],[0.7196876406669617],0.06358506596173745,0.0018512022949729611,0.04302560046034176
JYZ,[0.9918981802172229],[0.9745610952377319],0.017478694210018776,0.0003005745155860902,0.017337084979490935
JZX,[0.14516441029200244],[-0.0711413100361824],1.49007404702764,0.04678816464669492,0.21630572032818485
JZY,[0.2620772322779299],[0.3277837038040161],0.25071415382014284,0.0043173404004083794,0.06570647152608622
JZZ,[-0.8756951236202168],[-1.2200570106506348],0.39324403864074203,0.11858510923915032,0.3443618870304179
