,treino,previsto,MAPE,MSE,AE
gamma1,[0.92965859608353],[0.9296576380729675],1.0304971808694874e-06,9.177842377373376e-13,9.580105624351631e-07
gamma2,[0.5569854761423373],[0.5570560693740845],0.0001267416023773385,4.983404368511723e-09,7.059323174718468e-05
gamma3,[0.3846514573686475],[0.3842504918575287],0.0010424125619118779,1.6077334110675196e-07,0.0004009655111187893
gamma4,[0.030345543681900566],[0.030424371361732483],0.00259766905672324,6.2138031076831384e-09,7.882767983191652e-05
JXX,[-0.1588688834408547],[-0.15864470601081848],0.0014110845697463464,5.025552013764473e-08,0.00022417743003622093
JXY,[-0.5381276295407358],[-0.5380471348762512],0.00014958284998906865,6.479391010482689e-09,8.049466448456499e-05
JXZ,[-0.2506249305871704],[-0.2506497800350189],9.914994406307298e-05,6.174950583767871e-10,2.4849447848529493e-05
JYX,[-0.8646050641334451],[-0.8647009134292603],0.00011085904974573832,9.187087508267198e-09,9.584929581518686e-05
JYY,[0.2864398249304285],[0.2865273058414459],0.00030540764029111163,7.652909792434484e-09,8.74809110174013e-05
JYZ,[0.985193901863664],[0.9850740432739258],0.000121659898129132,1.4366081534024252e-08,0.00011985858973817543
JZX,[-0.5855663564444096],[-0.5854282379150391],0.00023587169558233402,1.907672815547306e-08,0.00013811852937051228
JZY,[0.5180930729616604],[0.5178323984146118],0.0005031423129409022,6.795121947898724e-08,0.0002606745470485894
JZZ,[-0.5781795821423887],[-0.5782102346420288],5.3015534596520263e-05,9.395757341845797e-10,3.065249964007144e-05
JIX,[0.9318383760498881],[0.9320715069770813],0.0002501838657702543,5.435002921397833e-08,0.00023313092719323691
JIY,[0.11951182799780913],[0.11965536326169968],0.0012010130402589085,2.0602371980129395e-08,0.0001435352638905485
JIZ,[-0.05265622357871269],[-0.052753858268260956],0.0018541908802540042,9.532532603186073e-09,9.763468954826493e-05
JXI,[0.046558950858430315],[0.046231891959905624],0.007024619165478264,1.0696752310418365e-07,0.0003270588985246903
JYI,[0.5353201261569036],[0.5353201627731323],6.840062035146717e-08,1.3407482053646913e-15,3.661622871575787e-08
JZI,[0.9772120554889443],[0.9770007729530334],0.0002162095061395207,4.4640309980919856e-08,0.00021128253591085056
