,treino,previsto,MAPE,MSE,AE
gamma1,[0.46137519071410127],[0.39029330015182495],0.154065264004027,0.005052635165907427,0.07108189056227632
gamma2,[0.7856333408759735],[0.7706059217453003],0.019127776723322047,0.0002258233257289223,0.01502741913067318
gamma3,[0.5584469387242702],[0.47481247782707214],0.14976259174820558,0.0069947230495649515,0.08363446089719806
gamma4,[0.974261266946173],[0.8999384045600891],0.0762863770814263,0.005523887873260761,0.07432286238608388
JIX,[-0.837818670752231],[-0.6620238423347473],0.20982443403851012,0.030903821698332546,0.17579482841748373
JIY,[0.2136055782918591],[0.05965985730290413],0.7207008460172883,0.023699285010809173,0.15394572098895498
JIZ,[0.9954557010352247],[0.8046298027038574],0.19169702693240676,0.03641452347397334,0.19082589833136732
JXI,[-0.7188265123325341],[-0.7453656792640686],0.03692012812022891,0.0007043273814198524,0.026539166931534464
JYI,[0.704572082529658],[0.7845134735107422],0.11346091189714318,0.006390625991990573,0.07994139098108421
JZI,[-0.7008545123478973],[-0.6341365575790405],0.09519515618919015,0.004451285488539219,0.06671795476885678
JXX,[-0.16795724132015688],[-0.35040315985679626],1.0862640818734601,0.03328651319067805,0.18244591853663938
JXY,[0.7918128551580439],[0.8702525496482849],0.09906342638827788,0.006152785671722347,0.07843969449024102
JXZ,[-0.40060849944206534],[-0.4883057177066803],0.21891002908513538,0.007690802091351516,0.08769721826461496
JYX,[0.36267120144248377],[0.19113947451114655],0.4729675977830309,0.02942313334404684,0.17153172693133723
JYY,[-0.8468727980494843],[-0.885253369808197],0.04532035017196293,0.0014730682885256933,0.03838057175871268
JYZ,[0.7208768750809686],[0.811240017414093],0.12535170076439864,0.008165497492316494,0.09036314233312437
JZX,[-0.0646316912873881],[0.07568585872650146],2.1710332380126096,0.0196890148419004,0.14031755001388957
JZY,[-0.9926550802113958],[-0.8964684009552002],0.09689839015956248,0.009251877266334252,0.09618667925619562
JZZ,[-0.7094524862747427],[-0.6602680087089539],0.06932737359770365,0.0024191128334195827,0.04918447756578881
