,treino,previsto,MAPE,MSE,AE
gamma1,[0.3375473620472763],[0.3374785780906677],0.00020377571962465244,4.731232686731955e-09,6.878395660858683e-05
gamma2,[0.4335188106185648],[0.433611661195755],0.00021417888893387164,8.62122968455658e-09,9.285057719021772e-05
gamma3,[0.14416802024761088],[0.14414967596530914],0.00012724238198065293,3.3651269316596845e-10,1.834428230174101e-05
gamma4,[0.7287254214522619],[0.728679358959198],6.320966952427623e-05,2.121753267265188e-09,4.6062493063936394e-05
JXX,[-0.02766565445920155],[-0.027457425370812416],0.007526627960173808,4.33593532513696e-08,0.00020822908838913357
JXY,[-0.2813102593254373],[-0.281289279460907],7.457909491328553e-05,4.4015471571027516e-10,2.0979864530312753e-05
JXZ,[-0.188999914209238],[-0.18887700140476227],0.000650332594011998,1.51075575040912e-08,0.00012291280447573882
JYX,[-0.340400904802481],[-0.34019991755485535],0.0005904427537942406,4.039587370812552e-08,0.00020098724762562803
JYY,[-0.6648234377107922],[-0.6647366881370544],0.00013048513156588488,7.525488543685937e-09,8.674957373777659e-05
JYZ,[0.26359431455016225],[0.2635984718799591],1.5771697519181417e-05,1.728339103986932e-11,4.15732979686112e-06
JZX,[0.7875587270091329],[0.7871677279472351],0.0004964697215439954,1.5288026640493436e-07,0.0003909990618977677
JZY,[0.3776271654931602],[0.3774881660938263],0.0003680863349764635,1.9320833015192728e-08,0.0001389993993339278
JZZ,[0.2695593710882205],[0.26970145106315613],0.0005270823060688546,2.0186719277714757e-08,0.0001420799749356494
JIX,[-0.01102512804113065],[-0.011366273276507854],0.030942519134881604,1.1638007162056852e-07,0.00034114523537720487
JIY,[0.11338346029479829],[0.11306910961866379],0.0027724561882058033,9.881634758621764e-08,0.0003143506761345005
JIZ,[0.6194855109905537],[0.61924809217453],0.0003832516044548823,5.6367694202087106e-08,0.0002374188160236823
JXI,[-0.358768861095224],[-0.3587311804294586],0.00010502769290050091,1.4198325725216515e-09,3.768066576537166e-05
JYI,[-0.35806504184041565],[-0.35818788409233093],0.00034307245209943535,1.5090218855616698e-08,0.0001228422519152783
JZI,[0.38633367460551105],[0.38687095046043396],0.0013907041768272761,2.886653442831481e-07,0.000537275854922914
