,treino,previsto,MAPE,MSE,AE
gamma1,[0.23225271643321965],[0.2601006031036377],0.11990338411574718,0.0007755047920084469,0.027847886670418043
gamma2,[0.23269495139955365],[0.2738751471042633],0.17697073123860066,0.0016958085182781875,0.041180195704709655
gamma3,[0.04233541665118867],[0.06058039516210556],0.4309625357237299,0.00033287924086381897,0.018244978510916887
gamma4,[0.9975612088693158],[0.7809686064720154],0.21712211789269245,0.04691235541323505,0.21659260239730038
JIX,[-0.6701010403336041],[-0.42781132459640503],0.3615719140155001,0.058704306352012715,0.24228971573719904
JIY,[0.3795338484351347],[0.3914684057235718],0.0314453041214762,0.00014243365767098624,0.011934557288437064
JIZ,[0.26999988080944126],[0.49037328362464905],0.8161981485123005,0.04856443666835383,0.2203734028152078
JXI,[-0.04179905588509758],[-0.08628761768341064],1.0643437000253961,0.0019792321308823206,0.044488561798313064
JYI,[-0.5679713042121943],[-0.7113904356956482],0.25251122797899733,0.020569047275468228,0.14341913148345387
JZI,[0.5852667164004928],[0.47594156861305237],0.18679542971418553,0.011951987938745684,0.1093251477874404
JXX,[0.6157086039068553],[0.686627984046936],0.11518335084173911,0.005029558479453273,0.0709193801400807
JXY,[0.02491247927518625],[-0.14317527413368225],6.747130687080595,0.028253492846040583,0.1680877534088685
JXZ,[0.010168306940023353],[0.08623716235160828],7.48097553115467,0.005786470763628613,0.07606885541158492
JYX,[-0.527887273007579],[-0.4759458899497986],0.098394838659114,0.0026979072739550768,0.0519413830577804
JYY,[-0.9936387387794057],[-0.9340932369232178],0.05992671132099187,0.0035456667913052763,0.0595455018561879
JYZ,[-0.2579066167357844],[-0.16135051846504211],0.3743839514193634,0.009323080113269244,0.0965560982707423
JZX,[0.17072499436424837],[0.17702539265155792],0.03690378383534989,3.969501857873311e-05,0.00630039828730955
JZY,[-0.8614704736333774],[-0.5367027521133423],0.3769922840771081,0.10547407294131506,0.3247677215200351
JZZ,[0.5875020437139302],[0.5721852779388428],0.026070999988802718,0.0002346033138088902,0.015316765775087449
