,treino,previsto,MAPE,MSE,AE
gamma1,[0.5277693445209781],[0.5568178296089172],0.05504011437857296,0.0008438144859042211,0.029048485087939113
gamma2,[0.9678965934609308],[0.8895136713981628],0.08098274401658168,0.006143882471097959,0.07838292206276798
gamma3,[0.9345193264078987],[0.9903987050056458],0.059794781144372866,0.0031225049524703516,0.055879378597747054
gamma4,[0.09292144624864485],[0.1126408725976944],0.21221609375604328,0.0003888557755355897,0.01971942634904955
JIX,[0.7765361529049761],[0.8689836263656616],0.11905108746688087,0.008546535349264148,0.09244747346068549
JIY,[-0.20001120805797412],[-0.3069864809513092],0.5348463915198584,0.011443709010603511,0.10697527289333508
JIZ,[0.17724036554846423],[0.1334983855485916],0.2467946839565274,0.001913360814309256,0.043741979999872616
JXI,[0.7195733470855228],[0.8443983197212219],0.1734708117543206,0.015581273793503039,0.12482497263569914
JYI,[-0.5429215932707987],[-0.4799949824810028],0.11590368032831092,0.003959758345490456,0.06292661078979589
JZI,[0.03143456804703959],[0.09765341132879257],2.106561260287121,0.004384935205573362,0.06621884328175298
JXX,[0.16746097114721215],[0.23041583597660065],0.37593753576196526,0.003963315005686577,0.0629548648293885
JXY,[0.8943990439534582],[0.8972052335739136],0.003137514110090495,7.874700185951754e-06,0.0028061896204554237
JXZ,[-0.9356372202874645],[-0.9039409756660461],0.03387663929367845,0.0010046519231007949,0.0316962446214184
JYX,[-0.8621126594669188],[-0.8126369118690491],0.0573889584552241,0.002447849600368116,0.04947574759786977
JYY,[-0.35983168136833243],[-0.2111479789018631],0.41320347864053997,0.02210684337913758,0.14868370246646934
JYZ,[0.6501840361127005],[0.6673334836959839],0.02637629752618347,0.00029410355241178503,0.017149447583283406
JZX,[0.6862991754840158],[0.8361393213272095],0.2183306511151179,0.022452069306309563,0.14984014584319372
JZY,[-0.729217640330404],[-0.8097177743911743],0.11039246667743277,0.006480271583801987,0.08050013406077028
JZZ,[0.8390800400871314],[0.8914024233818054],0.062356844156656065,0.002737631793634779,0.05232238329467398
