,treino,previsto,MAPE,MSE,AE
gamma1,[0.42889121166998756],[0.42852407693862915],0.0008560089863555028,1.3478791096961147e-07,0.00036713473135840946
gamma2,[0.5341966954839735],[0.5335675477981567],0.0011777453719491679,3.9582681056862083e-07,0.0006291476858167888
gamma3,[0.6309486332578008],[0.6303356289863586],0.0009715597104585624,3.7577423680635133e-07,0.0006130042714421746
gamma4,[0.6325186435673117],[0.6321865320205688],0.0005250620675301861,1.1029807947992259e-07,0.0003321115467428415
JXX,[-0.39612480866150146],[-0.3949912488460541],0.002861622879106362,1.2849578551971038e-06,0.0011335598154473825
JXY,[-0.2967521262767605],[-0.296690434217453],0.000207890875396692,3.8059101816007675e-09,6.169205930750543e-05
JXZ,[0.44372522715230645],[0.4426843822002411],0.002345697040362529,1.0833582142399336e-06,0.0010408449520653562
JYX,[0.9312928150076802],[0.9300568699836731],0.0013271282716778535,1.5275601023680239e-06,0.0012359450240071457
JYY,[0.32525553512517136],[0.32616445422172546],0.0027944769524193267,8.261339240807325e-07,0.0009089190965541061
JYZ,[0.08116241373627942],[0.08127958327531815],0.0014436428593591235,1.3728700878548618e-08,0.00011716953903873062
JZX,[-0.22419764841343515],[-0.22339144349098206],0.0035959561938241043,6.499663769875944e-07,0.0008062049224530909
JZY,[-0.1885205012822757],[-0.1887924075126648],0.0014423165042509313,7.393299812440224e-08,0.0002719062303890851
JZZ,[0.4381917707973002],[0.43739619851112366],0.0018155801619208563,6.329352625321809e-07,0.0007955722861765491
JIX,[-0.8193202914613009],[-0.8183548450469971],0.0011783504257924888,9.32086778892161e-07,0.0009654464143038499
JIY,[0.9012671291268881],[0.9001397490501404],0.001250883384418881,1.2709858374477185e-06,0.0011273800767477304
JIZ,[-0.7000578940080291],[-0.7011395692825317],0.0015451226016604865,1.1700213994703767e-06,0.001081675274502647
JXI,[0.47874074135255906],[0.47814318537712097],0.0012481828343036986,3.5707314378176845e-07,0.000597555975438091
JYI,[0.6824847918698727],[0.6822759509086609],0.0003060009009718474,4.3614547079853834e-08,0.00020884096121176476
JZI,[0.49427390372409374],[0.49335983395576477],0.0018493182857560124,8.355235413729831e-07,0.0009140697683289734
