,treino,previsto,MAPE,MSE,AE
gamma1,[0.23418295948970536],[0.23418383300304413],3.7300465442752422e-06,7.630255530138726e-13,8.735133387727245e-07
gamma2,[0.01999130622418077],[0.020145732909440994],0.00772469210008067,2.3847601120459895e-08,0.00015442668526022274
gamma3,[0.2667674610031978],[0.2667413055896759],9.804574149917615e-05,6.841056565021693e-10,2.6155413521911086e-05
gamma4,[0.40766386296095714],[0.40751001238822937],0.00037739566026361195,2.366999872866132e-08,0.00015385057272776503
JXX,[0.9982570783251581],[0.9984158873558044],0.00015908630561658598,2.522030821483534e-08,0.00015880903064635632
JXY,[-0.5812047362221744],[-0.5802156925201416],0.0017017130804225088,9.782074445307224e-07,0.000989043702032788
JXZ,[0.283736870144214],[0.2843417227268219],0.0021317376987363998,3.6584664668744095e-07,0.0006048525826078954
JYX,[-0.0817324744552066],[-0.08124176412820816],0.0060038599133245005,2.4079662502290967e-07,0.0004907103269984336
JYY,[-0.09373513772371433],[-0.09373606741428375],9.918271760138717e-06,8.643245548644475e-13,9.296905694178292e-07
JYZ,[-0.01003461222164459],[-0.010218348354101181],0.0183102374459746,3.375896637010601e-08,0.00018373613245659115
JZX,[-0.6155383155146357],[-0.615814745426178],0.0004490864412090946,7.641349599528853e-08,0.00027642991154230856
JZY,[0.6610425472659434],[0.6602761149406433],0.001159429644082661,5.874185092648389e-07,0.0007664323253000482
JZZ,[-0.8208687531188208],[-0.8198156952857971],0.0012828577394652563,1.108930799692516e-06,0.001053057833023674
JIX,[-0.5465882812379024],[-0.5468918085098267],0.0005553124396243255,9.212880480179977e-08,0.0003035272719242865
JIY,[0.9245900716687656],[0.9236817359924316],0.0009824198898161893,8.250737009010929e-07,0.0009083356763339712
JIZ,[-0.7473382026982809],[-0.7470360398292542],0.00040431877821282055,9.130239941846731e-08,0.00030216286902673417
JXI,[0.4096338457432158],[0.41001588106155396],0.0009326263498686095,1.4595098445772123e-07,0.0003820353183381364
JYI,[-0.8296294638984947],[-0.8295965194702148],3.970980987708266e-05,1.0853353546852077e-09,3.2944428279835236e-05
JZI,[-0.5051180301418299],[-0.5042290687561035],0.0017599082445676185,7.902523453125323e-07,0.0008889613857263612
