,treino,previsto,MAPE,MSE,AE
gamma1,[0.3821258776361548],[0.4399648904800415],0.15136115146579718,0.0033453514067552912,0.057839012843886706
gamma2,[0.2597144974749366],[0.2686081826686859],0.034244084485917495,7.909763632551614e-05,0.008893685193749334
gamma3,[0.9030730537030369],[0.8437225818634033],0.06572056556916178,0.003522478507587141,0.0593504718396336
gamma4,[0.04104246726610428],[0.025963807478547096],0.36739165045299765,0.00022736598098889395,0.01507865978755718
JIX,[-0.7093276763334386],[-0.755225419998169],0.06470598172903498,0.002106602873513292,0.04589774366473032
JIY,[-0.30097748941397007],[-0.2882483899593353],0.042292529848060825,0.00016202997292598243,0.01272909945463474
JIZ,[-0.6741283351047271],[-0.6201402544975281],0.08008576082002533,0.0029147128476494236,0.05398808060719906
JXI,[-0.5082135837716129],[-0.5147159099578857],0.012794475381820929,4.228024583269013e-05,0.006502326186272889
JYI,[0.38476156435115083],[0.297924667596817],0.22569015411082624,0.007540646637922831,0.08683689675433381
JZI,[-0.6899586608088255],[-0.6940188407897949],0.005884671374673001,1.648506147786479e-05,0.004060179980969414
JXX,[-0.2981621320585077],[-0.2831578552722931],0.05032254325063108,0.0002251283218773393,0.015004276786214632
JXY,[-0.5989112539604846],[-0.5314093232154846],0.11270773474137069,0.004556510654302776,0.067501930745
JXZ,[0.9488189626598429],[0.910820484161377],0.0400481862124088,0.0014438843681983781,0.03799847849846594
JYX,[-0.017848451176140756],[-0.09219549596309662],4.165461980608191,0.005527483068553621,0.07434704478695586
JYY,[-0.3818888638509741],[-0.3849850296974182],0.008107504930157768,9.586242948687041e-06,0.003096165846444121
JYZ,[-0.18004349647137707],[-0.27350693941116333],0.51911590683113,0.008735415166158682,0.09346344293978626
JZX,[0.6561123682325138],[0.6213558316230774],0.05297345133588366,0.0012080168370830963,0.03475653660943645
JZY,[-0.2643523124079703],[-0.21137848496437073],0.20039101213476807,0.0028062263940242635,0.052973827443599575
JZZ,[0.635377617060706],[0.6893565654754639],0.084955697156075,0.0029137268719630965,0.05397894841475792
