,treino,previsto,MAPE,MSE,AE
gamma1,[0.4212483616141941],[0.4208948314189911],0.0008392440835812592,1.2498359892027922e-07,0.0003535301952030112
gamma2,[0.512633924392356],[0.5118642449378967],0.0015014212244568103,5.924064626167212e-07,0.0007696794544592711
gamma3,[0.7342090787834955],[0.7333732843399048],0.0011383602678620385,6.985523519371221e-07,0.0008357944435907205
gamma4,[0.3589963597861997],[0.3594582974910736],0.0012867476014213957,2.1338644318417082e-07,0.00046193770487390484
JXX,[0.06017602023601287],[0.06081699952483177],0.010651739452109853,4.108544486947818e-07,0.0006409792888188992
JXY,[-0.7393941175050389],[-0.7380018830299377],0.0018829396152068858,1.938316833660238e-06,0.0013922344751011728
JXZ,[-0.6160056849214146],[-0.6157004237174988],0.0004955493291507086,9.318440261614181e-08,0.0003052612039158298
JYX,[-0.11085285225397401],[-0.11108209937810898],0.002068030902892259,5.2554243924153454e-08,0.00022924712413496806
JYY,[-0.5579216536855618],[-0.5572407841682434],0.0012203676140200741,4.635832996133681e-07,0.0006808695173183832
JYZ,[-0.08993408230456712],[-0.08872430771589279],0.013451792220188056,1.4635545554021402e-06,0.0012097745886743283
JZX,[-0.950466065020863],[-0.9492408037185669],0.0012891163055560114,1.5012652589042237e-06,0.0012252613022960546
JZY,[-0.8284518274474977],[-0.8287246227264404],0.0003292832122577921,7.441726421345285e-08,0.00027279527894275013
JZZ,[0.42001640048982014],[0.41995298862457275],0.00015097473616134153,4.021064654152762e-09,6.341186524738696e-05
JIX,[0.8497305032518905],[0.8494834303855896],0.0002907661492147681,6.104500126213214e-08,0.0002470728663008792
JIY,[0.8972115559863543],[0.8962605595588684],0.001059946699460841,9.043942050908719e-07,0.0009509964274858618
JIZ,[0.7848666880971586],[0.7855402827262878],0.0008582280778946863,4.5372972439169475e-07,0.0006735946291291928
JXI,[-0.8328986463386328],[-0.8319301605224609],0.0011627895187838462,9.379647761259881e-07,0.0009684858161718157
JYI,[0.18405445377147056],[0.18332211673259735],0.00397891506489981,5.363175385055812e-07,0.0007323370388732098
JZI,[-0.15250518353007725],[-0.15239809453487396],0.0007021990513664466,1.1468052893649428e-08,0.00010708899520328607
