,treino,previsto,MAPE,MSE,AE
gamma1,[0.7212885992572478],[0.7230579853057861],0.0024530902753217196,3.1307269887622606e-06,0.0017693860485383794
gamma2,[0.08366591038506865],[0.08716785907745361],0.04185633881550318,1.2263644644096729e-05,0.0035019486923849596
gamma3,[0.679464779137179],[0.6681735515594482],0.016617826154387165,0.00012749182021210654,0.011291227577730711
gamma4,[0.005343265292397037],[0.007560760714113712],0.4150075469529769,4.917285945334416e-06,0.0022174954217166754
JIX,[-0.047683475541308695],[-0.04943246394395828],0.036679130092654846,3.0589604326027545e-06,0.0017489884026495872
JIY,[0.2604381086377703],[0.25214260816574097],0.03185209920091645,6.88153280814386e-05,0.008295500472029316
JIZ,[-0.19207806086305412],[-0.15191702544689178],0.2090870515649153,0.0016129087656982456,0.04016103541616234
JXI,[0.8400480253526539],[0.847249448299408],0.008572632432212318,5.186049245803617e-05,0.007201422946754077
JYI,[-0.9662967591954601],[-0.9430738091468811],0.024032937943323385,0.0005393054089587951,0.023222950048578994
JZI,[0.9752211014725047],[0.9853684306144714],0.010405157483410742,0.00010296828871540662,0.010147329141966699
JXX,[0.40822888780668243],[0.40623942017555237],0.0048734121728106995,3.957981455314251e-06,0.0019894676311300596
JXY,[0.6079899762951007],[0.6195461750030518],0.01900721912945167,0.00013354572857765076,0.011556198707951104
JXZ,[0.6062115991790376],[0.617540180683136],0.01868750370240387,0.00012833675889500115,0.011328581504098434
JYX,[-0.5972657695612691],[-0.6004607677459717],0.005349374344773729,1.0208013400252851e-05,0.003194998184702591
JYY,[0.6388346370785187],[0.6401272416114807],0.0020233789120659555,1.6708264786338657e-06,0.0012926045329619829
JYZ,[0.30593781135973064],[0.3192250430583954],0.04343115236266508,0.00017655052621400128,0.013287231698664748
JZX,[-0.7051380860833518],[-0.7131377458572388],0.011344813068204255,6.399455649794496e-05,0.007999659773886947
JZY,[0.7226628276219034],[0.7211787700653076],0.0020535960891739824,2.2024268312889554e-06,0.0014840575565957526
JZZ,[-0.11992738845557072],[-0.10745637863874435],0.10398800455365935,0.0001555260858513795,0.012471009816826362
