,treino,previsto,MAPE,MSE,AE
gamma1,[0.5692400158763194],[0.569244384765625],7.674951134320296e-06,1.9087193764153186e-11,4.368889305550461e-06
gamma2,[0.20163093417246258],[0.2015455812215805],0.00042331277803371516,7.285126224278468e-09,8.535295088207828e-05
gamma3,[0.0707877197891501],[0.07083343714475632],0.0006458373817151698,2.090076603624827e-09,4.571735560621182e-05
gamma4,[0.2025520288489131],[0.20238962769508362],0.000801775004439087,2.6374134765147527e-08,0.0001624011538294834
JXX,[-0.42127010845085855],[-0.42118048667907715],0.00021274182521747843,8.032061977237477e-09,8.962177178140074e-05
JXY,[-0.7034804136306108],[-0.7031915783882141],0.00041058036130101777,8.342579725032902e-08,0.0002888352423966456
JXZ,[-0.47784285086888345],[-0.4777430593967438],0.0002088374283683873,9.958337911803817e-09,9.979147213967643e-05
JYX,[-0.479125612797342],[-0.4791073203086853],3.817889957896862e-05,3.3461514125555387e-10,1.8292488656701522e-05
JYY,[-0.34526597011077853],[-0.345163494348526],0.0002968023817106861,1.0501281849236978e-08,0.00010247576225252963
JYZ,[-0.4641783113105735],[-0.4643687307834625],0.0004102291473967569,3.6259575655325736e-08,0.00019041947288900296
JZX,[-0.7847121242687085],[-0.7842272520065308],0.0006178982676349149,2.351011106293678e-07,0.00048487226217774904
JZY,[-0.3490005150854374],[-0.34878993034362793],0.0006033937851292524,4.434593348295729e-08,0.00021058474180946085
JZZ,[-0.37786985899715697],[-0.3778977692127228],7.386197893602648e-05,7.789801329298325e-10,2.7910215565807306e-05
JIX,[0.3542516536005407],[0.35383015871047974],0.0011898177066414484,1.7765794234748062e-07,0.0004214948900609361
JIY,[0.5698227121742216],[0.5695042610168457],0.0005588600639677161,1.0141113963407761e-07,0.000318451157375943
JIZ,[0.04093231440616307],[0.0409049428999424],0.0006687016509516865,7.491993527884363e-10,2.7371506220674746e-05
JXI,[0.022983404986520295],[0.022888751700520515],0.004118331729145155,8.959244550556056e-09,9.465328599977951e-05
JYI,[-0.21293067414807032],[-0.21298643946647644],0.0002618942462340651,3.1097707369359684e-09,5.57653184061202e-05
JZI,[0.993633874195798],[0.9930962324142456],0.0005410864056818702,2.8905868527079126e-07,0.000537641781552356
