,treino,previsto,MAPE,MSE,AE
gamma1,[0.11290250837191795],[0.11317765712738037],0.00243704732011831,7.570683763251732e-08,0.0002751487554624177
gamma2,[0.5283496285730391],[0.5290881991386414],0.0013978822462636133,5.454864803739915e-07,0.0007385705656022257
gamma3,[0.8586548576898659],[0.8567944765090942],0.0021666227869214954,3.461018137769495e-06,0.0018603811807716975
gamma4,[0.7976692295510386],[0.7939634323120117],0.004645781862630757,1.3732933176779133e-05,0.0037057972390268645
JXX,[-0.3221938636021444],[-0.3231050372123718],0.0028280290631250466,8.302373479748548e-07,0.0009111736102274115
JXY,[0.2789912288854657],[0.2780204713344574],0.0034795271338326143,9.423702228395998e-07,0.0009707575510082833
JXZ,[0.8000753853551041],[0.7979411482810974],0.0026675449752268936,4.554967888064801e-06,0.0021342370740067285
JYX,[-0.8560194986251837],[-0.8537310361862183],0.0026733765324748002,5.237060334555516e-06,0.0022884624389654107
JYY,[0.12183085780051806],[0.11874732375144958],0.02530995927252971,9.508182231764597e-06,0.0030835340490684704
JYZ,[-0.4719160020823525],[-0.4725480079650879],0.001339233846588416,3.994314358121216e-07,0.0006320058827353758
JZX,[0.31134434749686246],[0.309114545583725],0.00716185127838223,4.972016571831592e-06,0.0022298019131374858
JZY,[0.24676066182700374],[0.2466553896665573],0.00042661646174472725,1.1082227765057535e-08,0.00010527216044642351
JZZ,[-0.9085213503711735],[-0.905947744846344],0.0028327408307775147,6.62344539743317e-06,0.0025736055248295475
JIX,[-0.170512001382642],[-0.16867941617965698],0.010747543798237133,3.35836852619963e-06,0.0018325852029850154
JIY,[-0.424599654760373],[-0.42314502596855164],0.0034258831242862837,2.115944921995623e-06,0.001454628791821344
JIZ,[0.6894246819607532],[0.6795759201049805],0.014285479057353256,9.699811009172469e-05,0.00984876185577277
JXI,[-0.11245795401256231],[-0.11481290310621262],0.020940707256573786,5.545785233684392e-06,0.002354949093650305
JYI,[0.05745311741676429],[0.05556049942970276],0.03294195462593437,3.582002844948834e-06,0.001892617987061529
JZI,[0.10251839349884273],[0.10533212125301361],0.02744607731492245,7.917063874591508e-06,0.0028137277541708805
