,treino,previsto,MAPE,MSE,AE
gamma1,[0.37397978322450376],[0.3905630111694336],0.044342578633387676,0.0002750034490735018,0.016583227944929835
gamma2,[0.3881118510774686],[0.41500431299209595],0.06929049406754527,0.0007232045078296827,0.026892461914627352
gamma3,[0.6823688165291463],[0.6794610619544983],0.004261265321938668,8.455036666386257e-06,0.0029077545746479805
gamma4,[0.15227653430017296],[0.15672561526298523],0.02921711466089766,1.9794321413658544e-05,0.0044490809628122685
JIX,[-0.19204385011266734],[-0.22076229751110077],0.14954109377407834,0.000824749220976588,0.028718447398433433
JIY,[-0.5998491108501092],[-0.5398767590522766],0.09997906258932257,0.0035966829801629898,0.05997235179783256
JIZ,[-0.6423953588267755],[-0.5921238660812378],0.07825631374010841,0.0025272229828646455,0.05027149274553766
JXI,[-0.5031373629980624],[-0.5427483320236206],0.07872794178815677,0.0015690288671437282,0.03961096902555816
JYI,[0.5197548730161559],[0.4945249557495117],0.048541954248998265,0.0006365487252817082,0.025229917266644142
JZI,[-0.4976979832495598],[-0.478298544883728],0.03897833428853654,0.0003763382089097068,0.0193994383658318
JXX,[-0.23386483593564344],[-0.20452605187892914],0.12545188309023061,0.0008607642499265136,0.029338784056714307
JXY,[0.3686172768546372],[0.37372756004333496],0.013863384896940122,2.6114994268687077e-05,0.005110283188697773
JXZ,[0.07725826039666361],[0.08905484527349472],0.15269027306937058,0.00013915941475628037,0.011796584876831107
JYX,[0.87675371205687],[0.8694517016410828],0.008328462503633659,5.331935611226568e-05,0.007302010415787263
JYY,[-0.021450084455786333],[-0.013493775390088558],0.3709220391228575,6.33028539489046e-05,0.007956309065697775
JYZ,[-0.15672141727468958],[-0.17339389026165009],0.10638286251417854,0.0002779713555009278,0.016672472986960507
JZX,[0.22643212360750375],[0.1812831610441208],0.19939292112829335,0.0020384288205497567,0.045148962563382966
JZY,[-0.5666153759864867],[-0.5249224901199341],0.07358234109684125,0.0017382967318813833,0.04169288586655262
JZZ,[0.8039986310648337],[0.8497416973114014],0.05689445787486543,0.002092428109637877,0.045743066246567654
