,treino,previsto,MAPE,MSE,AE
gamma1,[0.7547543800675904],[0.7543237805366516],0.0005705161073729217,1.854159560447356e-07,0.0004305995309388244
gamma2,[0.7663789974861774],[0.7660536170005798],0.0004245686359684883,1.0587246040773253e-07,0.0003253804855976039
gamma3,[0.08742803931759291],[0.08747321367263794],0.0005167032841824211,2.0407223537344354e-09,4.517435504503009e-05
gamma4,[0.9927014610359678],[0.9924485683441162],0.0002547520093177517,6.395471359193849e-08,0.0002528926918515806
JXX,[0.4847330814617574],[0.48439422249794006],0.0006990630034894589,1.1482539735937265e-07,0.0003388589638173567
JXY,[-0.069108702867124],[-0.06905577331781387],0.0007658883340915897,2.801537190173724e-09,5.292954931013227e-05
JXZ,[0.654012639158295],[0.6535876393318176],0.0006498342708243938,1.8062485250579292e-07,0.000424999826477368
JYX,[-0.5126541824952315],[-0.5120629072189331],0.0011533608746163513,3.496064523617857e-07,0.0005912752762984308
JYY,[0.2065909779120334],[0.20658078789710999],4.932458825842716e-05,1.0383640413945848e-10,1.0190014923416868e-05
JYZ,[-0.2588586539007094],[-0.2587212026119232],0.0005309897378933857,1.8892856788979734e-08,0.0001374512887861723
JZX,[-0.019133266542065597],[-0.018896548077464104],0.01237208837712336,5.603563148328831e-08,0.00023671846460149304
JZY,[0.9278939782306672],[0.9274978041648865],0.00042696048802491024,1.5695389039724298e-07,0.0003961740657807411
JZZ,[-0.5667219849454446],[-0.5669136047363281],0.0003381195647492012,3.671814425825814e-08,0.00019161979088355707
JIX,[-0.8329589576928287],[-0.8318871855735779],0.0012867045961297424,1.1486954756033559e-06,0.0010717721192508023
JIY,[-0.6552513842656074],[-0.6548831462860107],0.0005619797049484043,1.3559920961740037e-07,0.0003682379795966195
JIZ,[0.3676231008548627],[0.36779263615608215],0.00046116607151510075,2.8742218359565142e-08,0.00016953530121943672
JXI,[-0.6772806584499753],[-0.6770499348640442],0.00034066170804162525,5.3233373104917307e-08,0.00023072358593112519
JYI,[0.8984180459228328],[0.8980304002761841],0.0004314758017249604,1.502691473657094e-07,0.0003876456466487266
JZI,[0.6886560437412614],[0.6879379153251648],0.001042796941409627,5.157084220054714e-07,0.0007181284160966417
