,treino,previsto,MAPE,MSE,AE
gamma1,[0.4196168693608048],[0.4195356070995331],0.00019365823255743447,6.6035551069896005e-09,8.126226127169733e-05
gamma2,[0.7304536193560192],[0.7301931381225586],0.0003566020162788818,6.785047298513647e-08,0.0002604812334605633
gamma3,[0.4472075177512177],[0.4472718834877014],0.00014392811821988373,4.1429480330914285e-09,6.436573648371802e-05
gamma4,[0.17043578788226488],[0.17056146264076233],0.0007373730603121117,1.5794144923392777e-08,0.00012567475849745158
JXX,[-0.16901214393001562],[-0.16911785304546356],0.0006254527810244825,1.1174417088785564e-08,0.00010570911544793837
JXY,[0.9477175926021346],[0.9467813968658447],0.000987842521440793,8.76462456647371e-07,0.0009361957362898909
JXZ,[-0.7925346218433929],[-0.7914714217185974],0.0013415188377795936,1.1303945053650353e-06,0.0010632001247954381
JYX,[-0.11059342843000564],[-0.11006864905357361],0.004745122597986546,2.7539339392838756e-07,0.0005247793764320274
JYY,[-0.5503848671455052],[-0.5500797629356384],0.0005543470180223455,9.308857887840503e-08,0.0003051042098667356
JYZ,[-0.3008668707978617],[-0.29992571473121643],0.003128147888630656,8.857747417831459e-07,0.0009411560666452434
JZX,[0.9974802210612592],[0.9958075881004333],0.0016768582729853924,2.797701021641118e-06,0.0016726329608258705
JZY,[-0.3414020699641964],[-0.3415079712867737],0.00031019531483323504,1.121509012361331e-08,0.00010590132257726204
JZZ,[0.21555557164949524],[0.2158011943101883],0.0011394864851484894,6.033049144593646e-08,0.0002456226606930567
JIX,[0.09623810762339824],[0.09548375010490417],0.007838449208145677,5.690552657085225e-07,0.0007543575184940643
JIY,[-0.3083363533238903],[-0.3091926574707031],0.002777175437089359,7.332567918488215e-07,0.0008563041468128141
JIZ,[0.6897021771332552],[0.6890438795089722],0.0009544665017866928,4.3335576213669983e-07,0.0006582976242830441
JXI,[-0.42280512918931357],[-0.4223818778991699],0.0010010552401651007,1.7914165460825973e-07,0.0004232512901436447
JYI,[0.02069005261749912],[0.021496690809726715],0.03898676369461522,6.506651731601998e-07,0.0008066381922275934
JZI,[-0.31237144182748366],[-0.3109617531299591],0.004512860360336974,1.9872222239284854e-06,0.0014096886975245582
