,treino,previsto,MAPE,MSE,AE
gamma1,[0.9562050372570121],[1.0523875951766968],0.10058779672986849,0.009251084447973495,0.09618255791968466
gamma2,[0.25350600496212594],[0.24571560323238373],0.030730639816228842,6.069035911077047e-05,0.0077904017297422135
gamma3,[0.8935407039073096],[0.8164123296737671],0.08631769531737335,0.005948786111909377,0.07712837423354246
gamma4,[0.8076368242952832],[0.6875990033149719],0.14862846439060307,0.014409078465701249,0.12003782098031124
JIX,[-0.2769544501718497],[-0.3202042281627655],0.1561620618989129,0.0018705432962635032,0.04324977799091578
JIY,[-0.039038668797412024],[-0.04760579392313957],0.21945228640315434,7.339563291987226e-05,0.008567125125727548
JIZ,[-0.16609474678867042],[-0.14053383469581604],0.15389356127786896,0.0006533602270186293,0.025560912092854382
JXI,[-0.10648149243215355],[-0.050734613090753555],0.5235358564956257,0.0031077145563046093,0.05574687934139999
JYI,[-0.1809685401002077],[-0.1909199208021164],0.05498956170170976,9.902997787432104e-05,0.009951380701908707
JZI,[0.31541165278854155],[0.19844718277454376],0.3708311629577401,0.013680687245655389,0.11696447001399779
JXX,[-0.48228923621984343],[-0.4480324685573578],0.07102950903691799,0.001173526130681522,0.03425676766248564
JXY,[0.2699918482069683],[0.24244578182697296],0.10202554841166646,0.0007587857730111101,0.02754606637999535
JXZ,[-0.97974325274531],[-0.8983157277107239],0.08311108528323158,0.006630441833258157,0.08142752503458617
JYX,[-0.39591259040070836],[-0.3569015562534332],0.09853446213415834,0.0015218607852398667,0.039011034147275137
JYY,[-0.32987329860456205],[-0.267935186624527],0.1877633389608894,0.003836329715651364,0.06193811198003507
JYZ,[-0.7160989649343319],[-0.9329861402511597],0.3028731864410904,0.04704004681691239,0.21688717531682777
JZX,[0.4868285000638355],[0.38150376081466675],0.2163487536891493,0.011093300697905387,0.10532473924916874
JZY,[-0.3797834959301094],[-0.3233937621116638],0.14847863170131764,0.0031798020801151457,0.056389733818445587
JZZ,[0.5784839871578018],[0.5771597027778625],0.0022892325618997828,1.7537291189510988e-06,0.0013242843799392556
