,treino,previsto,MAPE,MSE,AE
gamma1,[0.752661321489852],[0.6753327250480652],0.102740228883715,0.005979711827656722,0.0773285964417868
gamma2,[0.08640318215808296],[0.07007354497909546],0.1889934695820676,0.0002666570503973708,0.0163296371789875
gamma3,[0.06123324013652631],[0.008557186461985111],0.8602525941317835,0.0027747666307231457,0.0526760536745412
gamma4,[0.2552168722437148],[0.29872822761535645],0.1704877698293052,0.0018932380462772873,0.043511355371641636
JIX,[0.057870765880824626],[0.09330052137374878],0.6122219907351137,0.0012552675742883892,0.03542975549292415
JIY,[0.1714937094997233],[0.27308550477027893],0.5923937126727061,0.010320892866294487,0.10159179527055562
JIZ,[0.6866524104671512],[0.772284209728241],0.12470909292058228,0.007332805044691575,0.08563179926108977
JXI,[0.7972892825291862],[0.6441240310668945],0.19210750077614994,0.023459594255507036,0.15316525146229165
JYI,[0.7643730549373535],[0.8495017886161804],0.11137066270056298,0.0072469012977606365,0.0851287336788269
JZI,[-0.27060839601498476],[-0.2709257900714874],0.0011728906463237998,1.0073898710321518e-07,0.0003173940565026623
JXX,[0.897680879601374],[0.925552487373352],0.03104845876226614,0.0007768265197949876,0.027871607771978057
JXY,[-0.15185093946021722],[-0.03969806060194969],0.7385721764839656,0.01257826823619723,0.11215287885826752
JXZ,[-0.3876324692199542],[-0.35056984424591064],0.09561279799039002,0.0013736381699665972,0.037062624974043556
JYX,[-0.810934207081069],[-0.7835745811462402],0.03373840404797923,0.000748549131293755,0.02735962593482877
JYY,[0.02335624132357239],[0.08100723475217819],2.468333522929534,0.0033236370433051493,0.0576509934286058
JYZ,[-0.6903533027098527],[-0.9126659035682678],0.32202728658756113,0.04942289250043298,0.2223126008584151
JZX,[-0.45154086728282516],[-0.4292778968811035],0.04930444177885922,0.0004956398511079342,0.02226297040172165
JZY,[0.22117069365781794],[0.33075428009033203],0.49547064586258094,0.012008562415412287,0.10958358643251409
JZZ,[0.5527549260102405],[0.6171872019767761],0.11656572005898683,0.00415151818622781,0.06443227596653567
