,treino,previsto,MAPE,MSE,AE
gamma1,[0.9451939145048893],[0.9438009858131409],0.0014736962123566935,1.9402503402960534e-06,0.0013929286917484518
gamma2,[0.4015909369106695],[0.4004984498023987],0.0027203978174284013,1.1935280817379211e-06,0.001092487108270812
gamma3,[0.998447005087021],[0.9990912079811096],0.0006452048940068409,4.149973687521526e-07,0.0006442028940886191
gamma4,[0.0621927912524467],[0.06237056478857994],0.0028584267172000804,3.1603430149316774e-08,0.0001777735361332411
JXX,[0.3227661144476608],[0.3232376277446747],0.0014608512972954979,2.2232478926091114e-07,0.00047151329701389244
JXY,[-0.7796759021655764],[-0.7794395089149475],0.0003031942502933105,5.588176894287543e-08,0.00023639325062885241
JXZ,[-0.9461264424189464],[-0.9421203136444092],0.004234242480629549,1.6049067758175005e-05,0.00400612877453721
JYX,[-0.23165779091140504],[-0.2285587340593338],0.01337773635792131,9.604153372369678e-06,0.003099056852071236
JYY,[0.4927903923327688],[0.48876890540122986],0.008160643945394359,1.6172357140538318e-05,0.00402148693153892
JYZ,[-0.495232464973556],[-0.4958891272544861],0.0013259677573140341,4.312053511963046e-07,0.000656662280930087
JZX,[0.003205341136067519],[0.0038062999956309795],0.18748670860685634,3.6115155088781535e-07,0.0006009588595634607
JZY,[-0.3651298189085006],[-0.3672627806663513],0.005841653152916616,4.549525860453614e-06,0.0021329617578507154
JZZ,[0.6926556182568482],[0.6850849986076355],0.010929846592835074,5.731428187304519e-05,0.007570619649212684
JIX,[0.0439678194249864],[0.04228293523192406],0.03832084954626705,2.8388347440313378e-06,0.0016848841930623415
JIY,[0.6133815542373582],[0.6102460026741028],0.005111910427684702,9.831683605833388e-06,0.003135551563255401
JIZ,[0.9209895486477535],[0.9139637351036072],0.007628548613241061,4.9362055957110025e-05,0.007025813544146331
JXI,[-0.420749244471069],[-0.41749808192253113],0.007727078755958189,1.0570057917015166e-05,0.003251162548537856
JYI,[0.5322148755959053],[0.5291773080825806],0.005707408140224679,9.226816398005813e-06,0.003037567513324735
JZI,[0.4084397336868253],[0.4042833745479584],0.010176187075016165,1.7275321291242536e-05,0.004156359138866916
