,treino,previsto,MAPE,MSE,AE
gamma1,[0.7547543800675904],[0.6887012720108032],0.0875160314417413,0.004363013083961607,0.06605310805678721
gamma2,[0.7663789974861774],[0.6594078540802002],0.13957995163862327,0.01144282552158215,0.10697114340597724
gamma3,[0.08742803931759291],[0.09686146676540375],0.10789933665952148,8.898955341311091e-05,0.009433427447810838
gamma4,[0.9927014610359678],[0.9414310455322266],0.05164736581553554,0.002628655505926269,0.05127041550374123
JIX,[-0.8329589576928287],[-0.715768039226532],0.14069230828719095,0.013733711370974202,0.1171909184662967
JIY,[-0.6552513842656074],[-0.3959772288799286],0.39568654353362115,0.0672230876509571,0.2592741553856788
JIZ,[0.3676231008548627],[0.49701565504074097],0.35197068379269864,0.016742433078745438,0.12939255418587825
JXI,[-0.6772806584499753],[-0.5283443927764893],0.21990332045557248,0.02218201123276322,0.14893626567348606
JYI,[0.8984180459228328],[0.8788687586784363],0.021759677839413818,0.00038217463176392486,0.01954928724439653
JZI,[0.6886560437412614],[0.9258895516395569],0.3444876583228357,0.05627973726973061,0.23723350789829545
JXX,[0.4847330814617574],[0.3085038661956787],0.36355929068146786,0.03105673631329791,0.1762292152660787
JXY,[-0.069108702867124],[-0.08740290254354477],0.2647162935700762,0.0003346777418007536,0.018294199676420764
JXZ,[0.654012639158295],[0.641634464263916],0.018926507154830394,0.00015321921371583405,0.01237817489437898
JYX,[-0.5126541824952315],[-0.552337646484375],0.07740786156467684,0.001574777314177646,0.039683463989143464
JYY,[0.2065909779120334],[0.41152575612068176],0.9919831944254107,0.041998263319427895,0.20493477820864836
JYZ,[-0.2588586539007094],[-0.284789115190506],0.10017227896017245,0.0006723888227016395,0.02593046128979659
JZX,[-0.019133266542065597],[-0.3124711215496063],15.331300296403672,0.08604709718042498,0.2933378550075407
JZY,[0.9278939782306672],[0.7963486909866333],0.14176758372208423,0.01730416259611539,0.13154528724403391
JZZ,[-0.5667219849454446],[-0.4053831100463867],0.2846878702166268,0.026030232553693838,0.16133887489905785
