,treino,previsto,MAPE,MSE,AE
gamma1,[0.9440284133783025],[0.7975249290466309],0.1551896979534693,0.021463270921320346,0.1465034843316716
gamma2,[0.23455786830952863],[0.19051851332187653],0.18775475453049664,0.0019394647877284382,0.0440393549876521
gamma3,[0.23739673346449208],[0.15692536532878876],0.33897420137728895,0.006475641089631889,0.08047136813570333
gamma4,[0.7348256957943416],[0.6093946695327759],0.1706949375606356,0.015732942349029604,0.12543102626156577
JIX,[-0.6374702733335573],[-0.566241979598999],0.11173586708926894,0.005073469828336517,0.0712282937345583
JIY,[0.3228610969904888],[0.40788817405700684],0.26335497791182577,0.007229603834475595,0.08502707706651802
JIZ,[-0.3308805936649999],[-0.41855543851852417],0.2649742732941621,0.007686878420089553,0.08767484485352428
JXI,[-0.6041207916749591],[-0.4926062226295471],0.18458985451606716,0.012435499109383963,0.11151456904541202
JYI,[-0.02096932190376899],[0.03513215109705925],2.675407114177815,0.00314737527286266,0.05610147300082824
JZI,[-0.01193064178564951],[0.07402991503477097],7.205023699883111,0.0073892173288767375,0.08596055682042048
JXX,[-0.04045491970371362],[-0.026396920904517174],0.34749787917403707,0.00019762733023820876,0.014057998799196447
JXY,[-0.08333777059837977],[-0.11094321310520172],0.3312476720772592,0.0007620604559974523,0.027605442506821953
JXZ,[-0.47093939488950465],[-0.42949771881103516],0.08799789639215222,0.0017174125161927905,0.04144167607846949
JYX,[-0.4923981294150117],[-0.35608112812042236],0.27684305270724585,0.018582324841949074,0.13631700129458935
JYY,[0.3837602007091041],[0.31831008195877075],0.17054952188735567,0.004283718044432738,0.06545011875033335
JYZ,[-0.35112371262750175],[-0.3099155128002167],0.11736091396083469,0.0016981157330054576,0.041208199827285075
JZX,[0.34964114073581687],[0.16903522610664368],0.5165465203811244,0.032618496399040194,0.1806059146291732
JZY,[0.5743484076012979],[0.6903159618377686],0.2019115099853697,0.013448473635588761,0.11596755423647065
JZZ,[0.7318910951487247],[0.7076798677444458],0.03308036887558944,0.0005861835324217078,0.024211227404278945
