,treino,previsto,MAPE,MSE,AE
gamma1,[0.2356150800222051],[0.2357252538204193],0.0004676007928008047,1.2138265812945054e-08,0.00011017379821420814
gamma2,[0.17464896550344733],[0.1747187077999115],0.0003993284258119106,4.86398791609622e-09,6.97422964641703e-05
gamma3,[0.4244121561757058],[0.4242568612098694],0.0003659060269050047,2.4116526414140717e-08,0.00015529496583643887
gamma4,[0.9777111756227775],[0.9773102402687073],0.00041007545384236655,1.6074915814344818e-07,0.00040093535407026426
JXX,[-0.9317073426318694],[-0.9310092329978943],0.0007492799530838621,4.873570610488438e-07,0.000698109633975097
JXY,[-0.7054176645697114],[-0.7051180005073547],0.0004248037402628645,8.979855026812508e-08,0.00029966406235670817
JXZ,[0.3028950750933861],[0.3029918670654297],0.00031955611035852974,9.36868585208851e-09,9.679197204359724e-05
JYX,[0.5443779477967157],[0.5439941883087158],0.0007049504660375252,1.4727134462990415e-07,0.00038375948799984627
JYY,[-0.6226038497325039],[-0.6220442056655884],0.0008988766567312432,3.132014816337816e-07,0.0005596440669155545
JYZ,[0.3931749682300858],[0.3932996392250061],0.00031708782347341296,1.5542856974419016e-08,0.0001246709949203062
JZX,[-0.24234069920584478],[-0.2422684282064438],0.0002982206440677331,5.223097354418156e-09,7.22709994009918e-05
JZY,[0.09185539200009729],[0.09169432520866394],0.0017534821628454886,2.594251130263452e-08,0.0001610667914333508
JZZ,[0.6680002796644271],[0.6681746244430542],0.000260995068317461,3.0396101834532566e-08,0.00017434477862710018
JIX,[0.6289562908956208],[0.6288372874259949],0.00018920785330955455,1.4161825783002537e-08,0.00011900346962590014
JIY,[-0.8079541131822325],[-0.8074128031730652],0.0006699761785175282,2.930165260247572e-07,0.0005413100091673506
JIZ,[0.8487886289478179],[0.8479762673377991],0.000957083521519225,6.599313854324221e-07,0.0008123616100188524
JXI,[0.46084424662008483],[0.4608152508735657],6.291875559218974e-05,8.407533162031432e-10,2.899574651915593e-05
JYI,[-0.4853199609607668],[-0.4853922724723816],0.0001489976045321641,5.228954712017016e-09,7.231151161479765e-05
JZI,[-0.14503240733877742],[-0.1453414112329483],0.0021305851556961625,9.54834066127674e-08,0.00030900389417087837
