,treino,previsto,MAPE,MSE,AE
gamma1,[0.35803267961629326],[0.3465479910373688],0.032077207564495856,0.0001318980717548785,0.011484688578924485
gamma2,[0.260402331953273],[0.23736059665679932],0.08848513422916786,0.0005309215654727613,0.023041735296473687
gamma3,[0.8042812841588886],[0.7588085532188416],0.056538342785884974,0.002067769259145908,0.045472730940047
gamma4,[0.6316639223416798],[0.5875756740570068],0.06979700236991646,0.0019437736368109672,0.04408824828467295
JIX,[-0.7863429245966886],[-0.77097088098526],0.01954877844079652,0.00023629972479166382,0.015372043611428632
JIY,[0.40517104797371095],[0.40494504570961],0.0005577947023392208,5.10770233787629e-08,0.00022600226410096624
JIZ,[0.30408404062855077],[0.2137780487537384],0.2969770846511615,0.008155172168493676,0.09030599187481236
JXI,[0.8807047791322358],[0.8610920310020447],0.022269378564648716,0.00038465988921831425,0.019612748130191093
JYI,[-0.4577695468793537],[-0.49899014830589294],0.0900466221651111,0.0016991379819656113,0.04122060142653927
JZI,[-0.48844897313392166],[-0.4402778148651123],0.09862065623710896,0.00232046048895868,0.048171158268809355
JXX,[0.4681187282893935],[0.4297506809234619],0.08196221395827652,0.0014721070586743692,0.03836804736593158
JXY,[0.3169000364801515],[0.31302767992019653],0.012219489158050415,1.4995145327426464e-05,0.0038723565599549925
JXZ,[-0.39402405222328984],[-0.3363981246948242],0.14624977131043143,0.0033207475235159725,0.057625927528465626
JYX,[0.36846625615391093],[0.3211740255355835],0.12834887816314214,0.002236555076857067,0.047292230618327435
JYY,[-0.2066527099339721],[-0.20757433772087097],0.004459790472592062,8.493977775840902e-07,0.0009216277868988598
JYZ,[0.5550331757802247],[0.49426931142807007],0.10947789610366494,0.0036922472110070496,0.06076386435215464
JZX,[-0.7632008602691229],[-0.7347915172576904],0.03722393997487723,0.0008070907703412285,0.028409343011432497
JZY,[-0.5534677673755009],[-0.5387434959411621],0.026603665655472657,0.0002168041692720839,0.014724271434338743
JZZ,[0.8029261725493977],[0.7670325636863708],0.04470349839146461,0.0012883511572119588,0.03589360886302684
