,treino,previsto,MAPE,MSE,AE
gamma1,[0.42889121166998756],[0.4495251774787903],0.04811002241911086,0.0004257605449988398,0.020633965808802723
gamma2,[0.5341966954839735],[0.4141733944416046],0.22467997660230704,0.014405592793107115,0.12002330104236891
gamma3,[0.6309486332578008],[0.5587841272354126],0.11437461342895461,0.005207715929455306,0.07216450602238822
gamma4,[0.6325186435673117],[0.5788918137550354],0.08478300261606345,0.002875836875714845,0.05362682981227629
JIX,[-0.8193202914613009],[-0.5955582857131958],0.27310687661477756,0.05006943521641503,0.22376200574810512
JIY,[0.9012671291268881],[0.9456376433372498],0.049231257610988254,0.0019687425312919045,0.044370514210361645
JIZ,[-0.7000578940080291],[-0.4055972099304199],0.4206233321529147,0.08670709446745356,0.29446068407760917
JXI,[0.47874074135255906],[0.551913857460022],0.15284497388029072,0.005354304920876248,0.07317311610746291
JYI,[0.6824847918698727],[0.823093593120575],0.20602481245840237,0.0197708349891595,0.1406088012507023
JZI,[0.49427390372409374],[0.20963884890079498],0.575865026817567,0.0810171144342623,0.28463505482329876
JXX,[-0.39612480866150146],[0.01903277449309826],1.0480474185835764,0.17235581885076837,0.4151575831545997
JXY,[-0.2967521262767605],[-0.4852268099784851],0.6351249646175984,0.03552270639646513,0.1884746837017246
JXZ,[0.44372522715230645],[0.5380936861038208],0.21267318866935384,0.00890540604488365,0.09436845895151436
JYX,[0.9312928150076802],[1.1762739419937134],0.2630548878271039,0.060015752579346895,0.24498112698603314
JYY,[0.32525553512517136],[0.530225396156311],0.6301810081487439,0.042012643931124714,0.20496986103113968
JYZ,[0.08116241373627942],[-0.05610164254903793],1.6912268865158284,0.01884142114789877,0.13726405628531735
JZX,[-0.22419764841343515],[-0.024901343509554863],0.8889312903780545,0.03971901714834042,0.19929630490388028
JZY,[-0.1885205012822757],[0.03812292218208313],1.2022216253552227,0.051367241399644686,0.22664342346435884
JZZ,[0.4381917707973002],[0.9203662276268005],1.1003731447356315,0.23249220681882368,0.48217445682950033
