,treino,previsto,MAPE,MSE,AE
gamma1,[0.7212885992572478],[0.7257369160652161],0.006167180255654946,1.9787522424053384e-05,0.004448316807968311
gamma2,[0.08366591038506865],[0.09293732792139053],0.11081475709342778,8.595918313281688e-05,0.00927141753632188
gamma3,[0.679464779137179],[0.6289050579071045],0.07441109941604027,0.002556285410862842,0.05055972123007446
gamma4,[0.005343265292397037],[0.01010488998144865],0.8911451010727386,2.2673069679385876e-05,0.004761624689051613
JIX,[-0.047683475541308695],[-0.05659513548016548],0.18689199639268161,7.941768286582494e-05,0.008911659938856786
JIY,[0.2604381086377703],[0.23257146775722504],0.1069990909790529,0.0007765496739652755,0.027866640880545246
JIZ,[-0.19207806086305412],[-0.07032078504562378],0.6338947575290216,0.014824834214481808,0.12175727581743034
JXI,[0.8400480253526539],[0.8600068092346191],0.023759098622470446,0.0003983530540469962,0.01995878388196526
JYI,[-0.9662967591954601],[-0.8915939331054688],0.07730836865497616,0.005580512225831492,0.07470282608999135
JZI,[0.9752211014725047],[0.9959055781364441],0.021210038044406007,0.00042784757486105174,0.020684476663939355
JXX,[0.40822888780668243],[0.39506056904792786],0.03225719480437762,0.00017340461893216753,0.013168318758754571
JXY,[0.6079899762951007],[0.6425017714500427],0.056763756806067885,0.001191064004816683,0.03451179515494207
JXZ,[0.6062115991790376],[0.6419087052345276],0.05888555432431986,0.0012742833807369033,0.035697106055490035
JYX,[-0.5972657695612691],[-0.6087904572486877],0.01929574449894273,0.00013281842629253915,0.011524687687418655
JYY,[0.6388346370785187],[0.6298323273658752],0.014091768339006043,8.104158016235524e-05,0.009002309712643486
JYZ,[0.30593781135973064],[0.3455292284488678],0.12941001608521155,0.0015674803071260219,0.03959141708913716
JZX,[-0.7051380860833518],[-0.725385308265686],0.028713840000894324,0.00040995000610080656,0.020247222182334212
JZY,[0.7226628276219034],[0.7160584330558777],0.009138970919203137,4.361802758374958e-05,0.006604394566025684
JZZ,[-0.11992738845557072],[-0.09565705806016922],0.20237520976614012,0.0005890489375019498,0.024270330395401496
