,treino,previsto,MAPE,MSE,AE
gamma1,[0.5277693445209781],[0.5117092132568359],0.030430208633506216,0.00025792781622147726,0.016060131264142186
gamma2,[0.9678965934609308],[0.9384937882423401],0.03037804391216465,0.0008645249547223864,0.029402805218590733
gamma3,[0.9345193264078987],[0.9140224456787109],0.02193307313180304,0.0004201221196265486,0.02049688072918776
gamma4,[0.09292144624864485],[0.09255436062812805],0.003950494049936802,1.3475185279019956e-07,0.00036708562051679383
JXX,[0.16746097114721215],[0.17141464352607727],0.02360951540994897,1.5631525279401017e-05,0.003953672378865125
JXY,[0.8943990439534582],[0.8658534288406372],0.03191597230095695,0.0008148521421693114,0.028545615112820943
JXZ,[-0.9356372202874645],[-0.9051328301429749],0.032602796771079225,0.0009305178180872397,0.03050439014448969
JYX,[-0.8621126594669188],[-0.8314969539642334],0.03551241843683915,0.0009373214234271636,0.030615705502685442
JYY,[-0.35983168136833243],[-0.34235724806785583],0.04856279812279605,0.0003053558191728055,0.0174744333004766
JYZ,[0.6501840361127005],[0.6142351627349854],0.055290304561528614,0.0012923214971269955,0.03594887337771513
JZX,[0.6862991754840158],[0.6815142631530762],0.006972050239700494,2.289538601477768e-05,0.004784912330939584
JZY,[-0.729217640330404],[-0.7062845826148987],0.0314488520945743,0.0005259251361826998,0.022933057715505356
JZZ,[0.8390800400871314],[0.816983163356781],0.026334647083317415,0.0004882719612363025,0.022096876730350434
JIX,[0.7765361529049761],[0.7613319158554077],0.019579561096660158,0.00023116882425946883,0.015204237049568414
JIY,[-0.20001120805797412],[-0.18848995864391327],0.05760301898042318,0.00013273918806099754,0.011521249414060852
JIZ,[0.17724036554846423],[0.1541428118944168],0.13031768233253657,0.0005334969848015994,0.02309755365404742
JXI,[0.7195733470855228],[0.7217695116996765],0.003052037187103749,4.823139012460994e-06,0.0021961646141537283
JYI,[-0.5429215932707987],[-0.5281411409378052],0.02722391689000537,0.00021846177116789363,0.014780452332993521
JZI,[0.03143456804703959],[0.000828888441901654],0.9736313080344772,0.0009367076240923562,0.030605679605137937
