,treino,previsto,MAPE,MSE,AE
gamma1,[0.7911525137028831],[0.7911381721496582],1.8127419146733043e-05,2.0568014890216972e-10,1.4341553224883619e-05
gamma2,[0.007468944436742619],[0.007388941943645477],0.010711352022325807,6.400398901758275e-09,8.000249309714214e-05
gamma3,[0.3833047283684954],[0.383533239364624],0.0005961601285256175,5.2217275351702925e-08,0.00022851099612863912
gamma4,[0.30461586515781447],[0.30455926060676575],0.00018582272797707628,3.2040751994274095e-09,5.660455104872231e-05
JXX,[0.35697982544055074],[0.3566913902759552],0.0008079872979924728,8.319484417525349e-08,0.0002884351645955352
JXY,[-0.8706931801415108],[-0.8705551624298096],0.00015851474991311718,1.904888874323232e-08,0.00013801771170118826
JXZ,[-0.0059663070718503075],[-0.005982697010040283],0.0027470825742954507,2.6863007387122376e-10,1.6389938189975695e-05
JYX,[-0.6081501633286799],[-0.6081146001815796],5.847757551463852e-05,1.2647374316770517e-09,3.5563147100292625e-05
JYY,[-0.930926402572763],[-0.9306980967521667],0.0002452458325011923,5.212354771814871e-08,0.00022830582059629734
JYZ,[0.9592415959706198],[0.9591864347457886],5.7505038420862e-05,3.04276072487593e-09,5.516122483117947e-05
JZX,[0.40975020468332324],[0.41002362966537476],0.000667296755258085,7.476122080987281e-08,0.0002734249820515178
JZY,[-0.27806031697958034],[-0.2779163420200348],0.0005177831957809293,2.0728788976141403e-08,0.0001439749595455453
JZZ,[0.5519991186261384],[0.5521717667579651],0.0003127688541539972,2.9807377423254305e-08,0.00017264813182671368
JIX,[-0.2872035864745557],[-0.2868904769420624],0.0010902006355030134,9.803757933817621e-08,0.0003131095324933053
JIY,[0.6623205548983861],[0.6620362997055054],0.00042918069019372144,8.080101467968827e-08,0.00028425519288077794
JIZ,[-0.2952427056704183],[-0.29500624537467957],0.000800901398061035,5.5913471460862177e-08,0.0002364602957387607
JXI,[-0.8825503740913454],[-0.8823761343955994],0.00019742747933842328,3.035947157367148e-08,0.00017423969574603682
JYI,[-0.05333894071130718],[-0.053440406918525696],0.0019022913815947805,1.0295391207310549e-08,0.00010146620721851463
JZI,[0.4563627662832759],[0.4562760293483734],0.00019006137509611185,7.523295876274437e-09,8.673693490246492e-05
