,treino,previsto,MAPE,MSE,AE
gamma1,[0.4438774447470737],[0.44387388229370117],8.025758944675887e-06,1.2691074031369884e-11,3.5624533725187035e-06
gamma2,[0.9596160635365508],[0.9595812559127808],3.627244800569702e-05,1.211570672518129e-09,3.480762377006119e-05
gamma3,[0.9712559648074823],[0.9710983037948608],0.00016232694401289096,2.485699490083381e-08,0.00015766101262149057
gamma4,[0.8383626047485429],[0.8381140232086182],0.00029650838255034667,6.179278199132827e-08,0.000248581539924686
JXX,[0.26207593059135315],[0.26193350553512573],0.0005434495869423894,2.028489664138181e-08,0.0001424250562274132
JXY,[-0.2615403318741629],[-0.26159077882766724],0.0001928840310892654,2.5448951178663004e-09,5.044695350431283e-05
JXZ,[0.05603724403844934],[0.055929284542798996],0.001926566830736174,1.165525270107684e-08,0.0001079594956503449
JYX,[-0.7842866333945362],[-0.7840243577957153],0.0003344129399294789,6.878848973684084e-08,0.00026227559882086027
JYY,[0.365899867666593],[0.3658115565776825],0.0002413531589220647,7.798848424557823e-09,8.831108891049766e-05
JYZ,[0.20133672349955978],[0.2010987550020218],0.0011819428338839953,5.6629005820487446e-08,0.0002379684975379881
JZX,[-0.43615095428719],[-0.4361347258090973],3.720839753567911e-05,2.633635012047107e-10,1.6228478092683574e-05
JZY,[-0.24285431246360178],[-0.24270325899124146],0.0006219921352352721,2.2817151512112864e-08,0.00015105347236032962
JZZ,[0.4722630742673428],[0.4722200930118561],9.101125586289043e-05,1.847388323216449e-09,4.2981255486740366e-05
JIX,[0.36400912117595574],[0.3638339042663574],0.0004813530744292045,3.0700965409185547e-08,0.00017521690959831915
JIY,[-0.8167947838408722],[-0.816637396812439],0.00019268858169388931,2.477067671905323e-08,0.00015738702843326458
JIZ,[0.2356326977228047],[0.2360641360282898],0.0018309780843430584,1.8613901143984402e-07,0.0004314383054850879
JXI,[0.6838398091019124],[0.6837640404701233],0.00011079880226431923,5.740885563200187e-09,7.576863178915261e-05
JYI,[0.6691005771521796],[0.6690164804458618],0.00012568619605104396,7.072256013504912e-09,8.409670631781552e-05
JZI,[0.030035451582698824],[0.02967265620827675],0.012078905270432325,1.3162048370205414e-07,0.00036279537442207577
