,treino,previsto,MAPE,MSE,AE
gamma1,[0.9815468966212771],[0.9804948568344116],0.001071818158140888,1.1067877131480526e-06,0.0010520397868655218
gamma2,[0.3455478009306905],[0.36701133847236633],0.0621145250638738,0.0004606834438029285,0.021463537541675848
gamma3,[0.8061012059125073],[0.8069734573364258],0.0010820619266175852,7.608225465277574e-07,0.0008722514239184465
gamma4,[0.8892640936621313],[0.7591477036476135],0.14631917665614694,0.016930274950410107,0.1301163900145178
JIX,[-0.3425989589338041],[-0.4585123360157013],0.3383354620884695,0.01343591098653009,0.1159133770818972
JIY,[0.966427833152556],[0.9071657061576843],0.0613207990932488,0.0035119996959562957,0.059262126994871656
JIZ,[0.918495070954692],[0.46794888377189636],0.49052651606991626,0.20299186678495468,0.4505461871827956
JXI,[0.8366488800851453],[1.0985026359558105],0.3129792701617154,0.06856738946357398,0.2618537558706653
JYI,[0.5798112643432451],[0.5804741382598877],0.0011432580865661315,4.3940182936503154e-07,0.0006628739166425479
JZI,[0.7501332473545428],[0.5400210022926331],0.28009989665556356,0.04414715552495601,0.21011224506190973
JXX,[-0.9991944506389123],[-1.0358494520187378],0.03668455259773236,0.001343589126155007,0.03665500137982547
JXY,[0.253978106028669],[0.43616026639938354],0.7173144300483517,0.033190339557340756,0.18218216037071455
JXZ,[-0.5047147084859811],[-0.2552787959575653],0.49421169689439337,0.0622182744588835,0.2494359125284158
JYX,[0.4608889170341932],[0.35520052909851074],0.22931423175845533,0.011170035344443312,0.10568838793568247
JYY,[-0.13522108846137315],[-0.15996412932872772],0.18298211579936063,0.0006122180713635784,0.02474304086735457
JYZ,[0.12017633420358953],[0.26085591316223145],1.1706096702893103,0.019790743935980765,0.14067957895864192
JZX,[0.08555013057215533],[-0.1610046923160553],2.8819923621304064,0.06078928068943691,0.24655482288821062
JZY,[0.1523239673353709],[0.028692005202174187],0.811638275288595,0.015284862060904186,0.12363196213319672
JZZ,[0.6546823157371506],[0.39109113812446594],0.4026245574021497,0.06948030891524189,0.2635911776126847
