,treino,previsto,MAPE,MSE,AE
gamma1,[0.7680181487450805],[0.8021219372749329],0.044404925307529534,0.0011630683920888926,0.03410378852985241
gamma2,[0.20386952877685705],[0.21328140795230865],0.04616618889502251,8.858346961329967e-05,0.00941187917545161
gamma3,[0.17846076295399127],[0.14166155457496643],0.2062033568046103,0.0013541817373228919,0.03679920837902484
gamma4,[0.18859491417448548],[0.1700061559677124],0.09856447236734608,0.0003455419316698736,0.01858875820677308
JIX,[-0.7086614897917394],[-0.620933473110199],0.123793966435684,0.007696204910876631,0.0877280166815404
JIY,[-0.0901459909719573],[0.03032093122601509],1.3363536292528788,0.014512279343852333,0.12046692219797239
JIZ,[0.5415676113180443],[0.5750658512115479],0.06185421578660684,0.0011221320759627117,0.033498239893503534
JXI,[0.4110264538680559],[0.3482935130596161],0.15262506881996896,0.003935421862475215,0.06273294080843983
JYI,[0.4639179460665115],[0.5415006875991821],0.16723375801794846,0.0060190817837251775,0.07758274153267064
JZI,[-0.1329711302091925],[-0.28566208481788635],1.1483015476252463,0.02331452761931421,0.15269095460869386
JXX,[0.6000409142668555],[0.6858230829238892],0.1429605325527584,0.007358580459503774,0.0857821686570337
JXY,[0.0658028292851427],[0.08949031680822372],0.3599767332258054,0.0005610970651561194,0.02368748752308103
JXZ,[-0.8396925816429961],[-0.9367718696594238],0.11561289231170317,0.00942438816177653,0.09707928801642773
JYX,[-0.08810823763286568],[-0.1133633479475975],0.2866373337299768,0.0006378205970092736,0.02525511031473182
JYY,[-0.9042249670801166],[-0.8690913319587708],0.03885497127423699,0.0012343723168398643,0.03513363512134582
JYZ,[0.865924800150101],[0.8709315061569214],0.005781917790035039,2.5067105038731526e-05,0.005006706006820405
JZX,[0.8941560120058878],[0.9588202834129333],0.0723187794286393,0.00418146799660405,0.06466427140704556
JZY,[-0.3292984481199799],[-0.22899416089057922],0.30459993905848837,0.010060950036598107,0.10030428722940066
JZZ,[-0.38118814171993165],[-0.3811055123806],0.0002167678641807919,6.827607718389027e-09,8.26293393316746e-05
