,treino,previsto,MAPE,MSE,AE
gamma1,[0.9238491686434372],[0.9022688269615173],0.023359161229325,0.0004657111471084099,0.021580341681919912
gamma2,[0.7081149807839483],[0.6881880164146423],0.028140859761567234,0.0003970839089755895,0.019926964369305966
gamma3,[0.04844033403057124],[0.04890953749418259],0.009686214453336046,2.2015189026488287e-07,0.00046920346361134513
gamma4,[0.8813673855462563],[0.8586617708206177],0.025761805006621664,0.000515544940069136,0.02270561472563859
JXX,[0.3028424811158388],[0.31293460726737976],0.0333246713418673,0.00010185101025861737,0.010092126151540981
JXY,[-0.3087103248748666],[-0.25403261184692383],0.1771165672871679,0.002989652301966063,0.054677713027942776
JXZ,[0.7791018795916058],[0.7407552599906921],0.04921900537708167,0.0014704632348171772,0.03834661960091368
JYX,[-0.536517020027848],[-0.5316146612167358],0.009137377991955707,2.4033121912888613e-05,0.0049023588111121175
JYY,[0.9189701236733989],[0.8967263102531433],0.0242051540602217,0.0004947872354751435,0.02224381342025561
JYZ,[-0.36109632289252636],[-0.39338311553001404],0.08941324126165984,0.0010424369788161287,0.03228679263748768
JZX,[0.20228457717799309],[0.18838666379451752],0.06870476028059518,0.00019315199641458931,0.013897913383475569
JZY,[0.8641752086877563],[0.8192837834358215],0.051947133868954755,0.0020152400611500487,0.04489142525193479
JZZ,[0.3705207367707548],[0.37877124547958374],0.022267333215235423,6.807089395446201e-05,0.00825050870882893
JIX,[0.9164187596345457],[0.9394694566726685],0.025153017434207774,0.0005313346339433228,0.02305069703812279
JIY,[-0.7192628198472104],[-0.7596309185028076],0.056124267154768835,0.001629583389068029,0.04036809865559721
JIZ,[-0.9527677057223489],[-0.9269780516624451],0.02706814463274782,0.0006651062565295153,0.025789654059903855
JXI,[0.997261307345829],[0.9387221336364746],0.05869993478956285,0.003426834858573964,0.05853917370935435
JYI,[-0.6314927085942939],[-0.6389287710189819],0.01177537337088309,5.529502438385802e-05,0.0074360624246880835
JZI,[-0.75881587356935],[-0.6881421208381653],0.09313689287856688,0.0049947793251086375,0.0706737527311847
