,treino,previsto,MAPE,MSE,AE
gamma1,[0.5123190504571955],[0.5114738941192627],0.0016496679894659112,7.142892355479921e-07,0.0008451563379328064
gamma2,[0.7944608177634946],[0.7944028377532959],7.298032691148276e-05,3.3616815826464315e-09,5.798001019874377e-05
gamma3,[0.6249799602888791],[0.6058991551399231],0.030530267146704176,0.0003640771251324276,0.019080805148956048
gamma4,[0.8248125234140684],[0.7853429913520813],0.047852731307491084,0.0015578439611922286,0.03946953206198711
JXX,[-0.9152157476835985],[-0.8875656127929688],0.03021160306803279,0.0007645299594700195,0.02765013489062973
JXY,[0.9059441202489178],[0.860436201095581],0.05023258955622225,0.002070970705666633,0.04550791915333674
JXZ,[-0.4886326635670657],[-0.4888790547847748],0.0005042463103272829,6.070863216416595e-08,0.00024639121770908545
JYX,[-0.388198039461112],[-0.38980764150619507],0.004146342540311399,2.590818743535671e-06,0.0016096020450830917
JYY,[-0.15183968698754158],[-0.13239812850952148],0.1280400326405788,0.00037797419605427497,0.019441558478020093
JYZ,[0.17702802805051898],[0.16189692914485931],0.08547289981302658,0.0002289501540928552,0.015131098905659668
JZX,[-0.7512167010322528],[-0.7427302002906799],0.011297007547770835,7.202069483671681e-05,0.008486500741572867
JZY,[0.37335460974244605],[0.33392706513404846],0.10560347610438287,0.001554531273847182,0.03942754460839759
JZZ,[0.6644810467531526],[0.6052366495132446],0.08915889705115483,0.0035098986043200103,0.05924439723990793
JIX,[-0.24607539521922805],[-0.2642397880554199],0.07381637168563418,0.0003299451671074984,0.018164392836191867
JIY,[0.8535770154526414],[0.7996611595153809],0.06316460607678107,0.0029069195214474347,0.05391585593726056
JIZ,[0.6868934782644844],[0.5776095986366272],0.1590987294041218,0.01194296634651599,0.10928387962785724
JXI,[-0.5719084600959132],[-0.5741499662399292],0.0039193442664584,5.024349793661343e-06,0.00224150614401597
JYI,[0.7434162244908751],[0.7289654612541199],0.019438321038327808,0.00020882455812475575,0.014450763236755204
JZI,[0.2729234915013832],[0.2026003748178482],0.25766604514942815,0.004945340740086074,0.07032311668353497
