,treino,previsto,MAPE,MSE,AE
gamma1,[0.35803267961629326],[0.3536350429058075],0.012282780206540781,1.933920863741205e-05,0.004397636710485764
gamma2,[0.260402331953273],[0.24959008395671844],0.04152131786014391,0.00011690470673899806,0.010812247996554558
gamma3,[0.8042812841588886],[0.7841248512268066],0.02506142232709215,0.0004062817885455163,0.020156432932081914
gamma4,[0.6316639223416798],[0.6130053400993347],0.02953878095993626,0.0003481426912943547,0.018658582242345068
JIX,[-0.7863429245966886],[-0.7827883958816528],0.004520328986057717,1.2634674386014124e-05,0.0035545287150358096
JIY,[0.40517104797371095],[0.40884608030319214],0.009070323133551331,1.3505862622731921e-05,0.003675032329481187
JIZ,[0.30408404062855077],[0.2620644271373749],0.1381842118524869,0.0017656479179478108,0.04201961349117589
JXI,[0.8807047791322358],[0.8733161687850952],0.008389429150617989,5.459156286187249e-05,0.007388610347140556
JYI,[-0.4577695468793537],[-0.4814945161342621],0.05182732101041485,0.0005628741661463494,0.023724969254908412
JZI,[-0.48844897313392166],[-0.4651196599006653],0.0477620273896246,0.0005442568559353912,0.023329313233256377
JXX,[0.4681187282893935],[0.45327091217041016],0.031718056171861464,0.0002204576435031414,0.014847816118983337
JXY,[0.3169000364801515],[0.315938264131546],0.0030349392170730917,9.250060505421494e-07,0.0009617723486055052
JXZ,[-0.39402405222328984],[-0.3681917190551758],0.06556029517069967,0.000667309436908446,0.025832333168114063
JYX,[0.36846625615391093],[0.3439256548881531],0.06660203168104238,0.000602241110484916,0.024540601265757855
JYY,[-0.2066527099339721],[-0.20277932286262512],0.018743461300771622,1.500312740447801e-05,0.00387338707134699
JYZ,[0.5550331757802247],[0.5267400145530701],0.050975621749784955,0.0008005029722257666,0.02829316122715464
JZX,[-0.7632008602691229],[-0.7488617300987244],0.01878814728450678,0.00020561065404363428,0.014339130170398562
JZY,[-0.5534677673755009],[-0.5452303290367126],0.014883320808092345,6.785539038533779e-05,0.008237438338788206
JZZ,[0.8029261725493977],[0.7888347506523132],0.017550084153244515,0.00019856817108163127,0.014091421897084455
