,treino,previsto,MAPE,MSE,AE
gamma1,[0.7863044343329872],[0.6864675879478455],0.1269697104911181,0.009967395896130398,0.09983684638514179
gamma2,[0.9717550117964577],[0.844058632850647],0.13140799624973568,0.016306365195872103,0.12769637894581076
gamma3,[0.028791618843824085],[0.02511034533381462],0.12785920548538768,1.3551774655497399e-05,0.003681273510009464
gamma4,[0.9378945220576308],[0.8121107220649719],0.13411294877456362,0.01582156434059321,0.12578379999265887
JXX,[0.5288222950287738],[0.4695282280445099],0.11212474878926507,0.003515786379534371,0.05929406698426387
JXY,[-0.9165274392042873],[-0.7991661429405212],0.12804995381879347,0.013773673860711459,0.11736129626376601
JXZ,[0.36678988670422896],[0.2768823206424713],0.24512007915381012,0.008083370435149315,0.08990756606175765
JYX,[0.005474927598498214],[0.023627348244190216],3.3155544651716045,0.00032951037529814524,0.018152420645692002
JYY,[0.2708874110817623],[0.2071417272090912],0.23532169183539747,0.00406351221239452,0.0637456838726711
JYZ,[0.9074652976162696],[0.7926100492477417],0.12656709702313657,0.01319172807779623,0.1148552483685279
JZX,[0.9735150597652436],[0.7864711880683899],0.1921324891902114,0.03498540993934905,0.18704387169685366
JZY,[-0.18171866659490643],[-0.19322708249092102],0.06333095059336723,0.0001324436364356413,0.01150841589601459
JZZ,[0.6882869035295207],[0.6388142108917236],0.07187800956854207,0.002447547316833941,0.04947269263779708
JIX,[0.49458253244656714],[0.3739791810512543],0.2438487885908959,0.014545168367781313,0.12060335139531286
JIY,[-0.5944947353081806],[-0.5486569404602051],0.07710378599772405,0.002101103436525095,0.045837794847975566
JIZ,[-0.5896826918056928],[-0.48192647099494934],0.18273593969797294,0.011611403123413695,0.10775622081074343
JXI,[0.2015142521860358],[0.19886928796768188],0.01312544492342961,6.995835716372552e-06,0.002644964218353918
JYI,[-0.8864854257125787],[-0.7771649360656738],0.12331899259260849,0.011950969456639038,0.10932048964690488
JZI,[0.5526572011585595],[0.449702650308609],0.18629007390860444,0.01059963954071505,0.10295455084995053
