,treino,previsto,MAPE,MSE,AE
gamma1,[0.3821258776361548],[0.38472533226013184],0.00680261342167498,6.757164342115603e-06,0.0025994546239770377
gamma2,[0.2597144974749366],[0.25990188121795654],0.0007214989723014886,3.511266714817202e-08,0.0001873837430199643
gamma3,[0.9030730537030369],[0.902971625328064],0.00011231469542475066,1.0287715249654586e-08,0.00010142837497295609
gamma4,[0.04104246726610428],[0.04016199707984924],0.021452662203429153,7.752277488839734e-07,0.0008804701862550335
JXX,[-0.2981621320585077],[-0.2960264980792999],0.00716266000804128,4.560932493146925e-06,0.002135633979207796
JXY,[-0.5989112539604846],[-0.5983260273933411],0.0009771507268790797,3.424901348906224e-07,0.0005852265671435486
JXZ,[0.9488189626598429],[0.9525704979896545],0.003953900035149906,1.4074017330825009e-05,0.0037515353298116505
JYX,[-0.017848451176140756],[-0.01911064423620701],0.07071723185446545,1.59313132087941e-06,0.0012621930600662523
JYY,[-0.3818888638509741],[-0.3826105296611786],0.001889727296384624,5.208015416181131e-07,0.000721665810204497
JYZ,[-0.18004349647137707],[-0.1799793690443039],0.0003561774145136888,4.112326903025959e-09,6.412742707317953e-05
JZX,[0.6561123682325138],[0.6555514335632324],0.0008549368925821504,3.1464770320185717e-07,0.000560934669281421
JZY,[-0.2643523124079703],[-0.2619836926460266],0.008960087166887504,5.610359576670187e-06,0.002368619761943691
JZZ,[0.635377617060706],[0.6336446404457092],0.00272747507696851,3.003207948125481e-06,0.0017329766149967174
JIX,[-0.7093276763334386],[-0.7119588851928711],0.00370944056917863,6.923260061955896e-06,0.0026312088594324656
JIY,[-0.30097748941397007],[-0.3029014468193054],0.00639236312682875,3.701612097544742e-06,0.0019239574053353525
JIZ,[-0.6741283351047271],[-0.6738998889923096],0.0003388762947964188,5.218762627870035e-08,0.00022844611241756851
JXI,[-0.5082135837716129],[-0.5070206522941589],0.0023473034085409487,1.4230855099003876e-06,0.001192931477453918
JYI,[0.38476156435115083],[0.38183730840682983],0.007600176876430902,8.551272827896686e-06,0.002924255944320997
JZI,[-0.6899586608088255],[-0.6887890100479126],0.0016952475957642895,1.36808290250415e-06,0.0011696507609129103
