,treino,previsto,MAPE,MSE,AE
gamma1,[0.8419027314789557],[0.9377622008323669],0.11386050403354392,0.009189037864717595,0.09585946935341128
gamma2,[0.5995547289462685],[0.6270170211791992],0.04580447940290014,0.0007541774946868875,0.02746229223293073
gamma3,[0.9174626648558603],[0.9007532000541687],0.01821269185304312,0.000279206213958969,0.016709464801691554
gamma4,[0.9721691074362717],[0.8498882055282593],0.12578151370236612,0.014952618971436961,0.12228090190801244
JIX,[0.07816312921162116],[0.2518359124660492],2.221927205399124,0.030162235643339537,0.17367278325442803
JIY,[-0.42160711272055895],[-0.43721944093704224],0.03703051429976972,0.00024374479233920014,0.015612328216483284
JIZ,[-0.9399261828977459],[-0.9686930179595947],0.03060541943108992,0.0008275307994756163,0.02876683506184885
JXI,[0.3072715077855237],[0.19906246662139893],0.35216099905903075,0.01170919658965925,0.10820904116412478
JYI,[-0.5799826089005378],[-0.4711385667324066],0.18766776882235275,0.011847025515497912,0.10884404216813115
JZI,[-0.48544605004078156],[-0.5121824741363525],0.05507599473376061,0.0007148363734182284,0.026736424095570976
JXX,[-0.20560347473354512],[-0.273082971572876],0.32820212268679755,0.004553482493689262,0.06747949683933085
JXY,[0.2831563075493455],[0.23080015182495117],0.18490195813586197,0.00274116704223703,0.05235615572439434
JXZ,[0.9776224208074429],[0.8707224726676941],0.10934686629983122,0.01142759891228098,0.10689994813974879
JYX,[-0.07693397987474992],[-0.05109739303588867],0.3358280291871516,0.0006675292194820185,0.025836586838861253
JYY,[0.9869700152033374],[1.0351678133010864],0.0488341057532728,0.0023230277414713813,0.048197798097749045
JYZ,[0.9851439883172557],[1.1875028610229492],0.20541045279213122,0.04094911336271908,0.20235887270569353
JZX,[-0.5146489288531135],[-0.417023241519928],0.1896937540523843,0.009530774827276906,0.09762568733318555
JZY,[-0.8547097742573173],[-0.8714599609375],0.019597513898489603,0.00028056875382096954,0.016750186680182688
JZZ,[-0.680197955540764],[-0.7048608660697937],0.03625843084080198,0.0006082591557629236,0.02466291052902969
