,treino,previsto,MAPE,MSE,AE
gamma1,[0.4000793027167511],[0.3987959623336792],0.0032077150063932586,1.6469625388230635e-06,0.0012833403830718737
gamma2,[0.2487457597737761],[0.24808289110660553],0.0026648440872858743,4.3939486991650077e-07,0.0006628686671705797
gamma3,[0.13798799437073161],[0.13771021366119385],0.002013078824752356,7.716212259130534e-08,0.0002777807095377671
gamma4,[0.4232457334469961],[0.4226395785808563],0.0014321582433995319,3.674237217449545e-07,0.0006061548661397964
JXX,[-0.9103850311286859],[-0.9074463248252869],0.0032279817911280992,8.635994737636931e-06,0.0029387063033989858
JXY,[0.4718687724460289],[0.4711977243423462],0.0014221074647600964,4.5030555745612215e-07,0.000671048103682681
JXZ,[-0.6913005045828078],[-0.6901204586029053],0.0017069942406806944,1.3925085146840771e-06,0.001180045979902511
JYX,[0.4674897796719699],[0.4667205214500427],0.0016455081060102958,5.917582120025876e-07,0.0007692582219271937
JYY,[0.26088743725565666],[0.25989991426467896],0.0037852454735487475,9.75201657709557e-07,0.0009875229909777072
JYZ,[0.008558276581305035],[0.009528257884085178],0.11333839162185996,9.408637277430633e-07,0.0009699813027801429
JZX,[0.7115964277308915],[0.7122210264205933],0.0008777428685153264,3.9012352317717036e-07,0.0006245986897017719
JZY,[0.20511445829206787],[0.20318107306957245],0.009425884643111908,3.7379784185636673e-06,0.0019333852224954207
JZZ,[0.14671333687288302],[0.1458020806312561],0.006211134318459765,8.303879379040052e-07,0.0009112562416269121
JIX,[-0.8662320473144967],[-0.8647432327270508],0.0017187248983243186,2.21656887579163e-06,0.0014888145874458747
JIY,[-0.17351436714348134],[-0.1717023402452469],0.010443094298560673,3.2834414799251743e-06,0.0018120268982344534
JIZ,[-0.7789905321077226],[-0.7774280905723572],0.0020057259632385136,2.4412235514351263e-06,0.0015624415353654442
JXI,[0.504222922837068],[0.5035194754600525],0.0013951118546089224,4.948382122300624e-07,0.0007034473770155536
JYI,[0.0225702197513038],[0.022102143615484238],0.02073866098678648,2.1909526892377282e-07,0.00046807613581956176
JZI,[-0.9006520110389387],[-0.8990989923477173],0.001724327123224768,2.411867055282953e-06,0.001553018691221375
