,treino,previsto,MAPE,MSE,AE
gamma1,[0.8910014249020605],[0.8875868916511536],0.0038322421889305414,1.1659037321548868e-05,0.0034145332509069037
gamma2,[0.7256231705114251],[0.7223556041717529],0.00450311742025709,1.067698978415864e-05,0.003267566339672179
gamma3,[0.6030415461917914],[0.6022608876228333],0.0012945353000767667,6.094278012877836e-07,0.000780658568958148
gamma4,[0.12576437488319592],[0.1262480914592743],0.0038462130196061325,2.3398172597298594e-07,0.0004837165760783746
JXX,[-0.6067349693132549],[-0.605825662612915],0.001498688465853645,8.268386752829281e-07,0.0009093067003398403
JXY,[-0.0025512448825091294],[-0.004200174007564783],0.6463233444819083,2.7189672594568037e-06,0.0016489291250556537
JXZ,[0.102887313876878],[0.10234390944242477],0.005281549434787419,2.9528837938342465e-07,0.0005434044344532207
JYX,[0.4785514826590247],[0.4773775637149811],0.0024530671967012843,1.3780856871844809e-06,0.001173918944043617
JYY,[0.2172048114281706],[0.21588924527168274],0.006056800251512498,1.7307143120962628e-06,0.0013155661564878685
JYZ,[0.08980451445275595],[0.09010722488164902],0.003370770731713275,9.163360376062732e-08,0.00030271042889307154
JZX,[0.512200023491431],[0.5122061967849731],1.2052505386572926e-05,3.8109553157344104e-11,6.173293542133251e-06
JZY,[-0.4773501526471249],[-0.47804751992225647],0.0014609134851311307,4.863211164244566e-07,0.0006973672751315885
JZZ,[-0.06524146499333172],[-0.06375668197870255],0.022758272132315464,2.2045806005313048e-06,0.0014847830146291763
JIX,[0.463062260800422],[0.46230486035346985],0.0016356341491594749,5.736554370433335e-07,0.0007574004469521611
JIY,[0.8281235810354926],[0.8266223073005676],0.0018128619559990295,2.2538228271754305e-06,0.0015012737349249239
JIZ,[-0.9253401087353526],[-0.9239374399185181],0.0015158413685876966,1.967479809719853e-06,0.0014026688168344847
JXI,[-0.9912169497951127],[-0.9895739555358887],0.0016575526271656229,2.699430135842969e-06,0.0016429942592239843
JYI,[0.9869002798407656],[0.9828722476959229],0.004081498634788738,1.6225042959886148e-05,0.004028032144842708
JZI,[-0.3629632766081221],[-0.3649071753025055],0.005355634632101193,3.7787421340254234e-06,0.0019438986943833836
