,treino,previsto,MAPE,MSE,AE
gamma1,[0.4494007558523254],[0.44902440905570984],0.0008374413966033637,1.4163691132280776e-07,0.0003763467966155787
gamma2,[0.20865257233244294],[0.20977731049060822],0.0053904830675810915,1.2650359244330098e-06,0.0011247381581652727
gamma3,[0.316903983245593],[0.31596413254737854],0.0029657269958834466,8.833193349341902e-07,0.0009398506982144506
gamma4,[0.9086358448961127],[0.9056321382522583],0.0033057320605680406,9.022253602335118e-06,0.003003706643854409
JXX,[0.8098913893329576],[0.8085651397705078],0.001637564715365205,1.7589379018981666e-06,0.001326249562449755
JXY,[0.7442607481394212],[0.7421441078186035],0.002843949954514062,4.4801662477112925e-06,0.0021166403208177087
JXZ,[0.14588133849844365],[0.1441211998462677],0.012065550469258444,3.098088074883758e-06,0.0017601386521759466
JYX,[-0.6612438257488602],[-0.658867359161377],0.003593933878765365,5.647593441424285e-06,0.0023764665874832502
JYY,[-0.17695387591808664],[-0.17747953534126282],0.002970601352747449,2.7631782917390633e-07,0.0005256594231761724
JYZ,[0.9876760255546593],[0.9862383008003235],0.001455664324269076,2.0670524692299067e-06,0.0014377247543357896
JZX,[-0.7935044001776401],[-0.7917690873146057],0.002186897593316344,3.011310732612683e-06,0.0017353128630344106
JZY,[-0.36172170230142053],[-0.35947805643081665],0.006202685258664039,5.0339467926778564e-06,0.002243645870603883
JZZ,[0.9000782159070004],[0.8991025686264038],0.0010839583309029145,9.518876161355903e-07,0.0009756472805966254
JIX,[0.8112793523490414],[0.808896541595459],0.0029371026720734364,5.677787087387811e-06,0.002382810753582376
JIY,[0.3725083140534051],[0.37008604407310486],0.006502593066830155,5.867391857463833e-06,0.0024222699803002623
JIZ,[0.5330185127252884],[0.5341784954071045],0.0021762521453244413,1.3455598221131598e-06,0.001159982681816052
JXI,[0.8092324756265472],[0.8088425397872925],0.0004818588613276078,1.5204995873529e-07,0.0003899358392547292
JYI,[-0.4803451050220462],[-0.4792802929878235],0.002216764620040908,1.133824668225498e-06,0.0010648120342227063
JZI,[0.2714517392119784],[0.27025386691093445],0.00441283708301655,1.4348980496083425e-06,0.0011978723010439563
