,treino,previsto,MAPE,MSE,AE
gamma1,[0.3821258776361548],[0.38252589106559753],0.0010468106266899124,1.6001074373453872e-07,0.000400013429442736
gamma2,[0.2597144974749366],[0.25969818234443665],6.281948315768408e-05,2.661834832298493e-10,1.631513049993316e-05
gamma3,[0.9030730537030369],[0.9032071828842163],0.000148525283341578,1.7990637243853e-08,0.00013412918117938766
gamma4,[0.04104246726610428],[0.04094861447811127],0.0022867238313063042,8.8083458140608e-09,9.385278799300956e-05
JXX,[-0.2981621320585077],[-0.2977830767631531],0.0012713059594042125,1.436829169363984e-07,0.00037905529535464666
JXY,[-0.5989112539604846],[-0.5989177227020264],1.080083484652793e-05,4.184461713401575e-11,6.468741541754142e-06
JXZ,[0.9488189626598429],[0.9492864608764648],0.0004927159289812319,2.185545825447067e-07,0.00046749821662195323
JYX,[-0.017848451176140756],[-0.018206395208835602],0.020054627102509263,1.281239305418488e-07,0.00035794403269484576
JYY,[-0.3818888638509741],[-0.38175898790359497],0.00034008833373523845,1.6867761707624237e-08,0.00012987594737912111
JYZ,[-0.18004349647137707],[-0.18031439185142517],0.0015046107488318173,7.338430693140308e-08,0.0002708953800480973
JZX,[0.6561123682325138],[0.6562251448631287],0.00017188615254826796,1.2718568412831384e-08,0.00011277663061481924
JZY,[-0.2643523124079703],[-0.26406100392341614],0.0011019706311650999,8.4860633173244e-08,0.0002913084845541647
JZZ,[0.635377617060706],[0.635299801826477],0.0001224708459024304,6.055210678097813e-09,7.781523422889514e-05
JIX,[-0.7093276763334386],[-0.7098996639251709],0.0008063799155404619,3.2716980509568234e-07,0.0005719875917322703
JIY,[-0.30097748941397007],[-0.30114439129829407],0.0005545327813351517,2.7856238990901875e-08,0.000166901884324
JIZ,[-0.6741283351047271],[-0.674301028251648],0.00025617250889473764,2.9822922993412605e-08,0.0001726931469208104
JXI,[-0.5082135837716129],[-0.508296012878418],0.00016219382841635785,6.794557648689103e-09,8.242910680511528e-05
JYI,[0.38476156435115083],[0.3845210075378418],0.0006252100926835069,5.7867580429397494e-08,0.0002405568133090341
JZI,[-0.6899586608088255],[-0.6899413466453552],2.5094493994736285e-05,2.9978025667569475e-10,1.731416347028336e-05
