,treino,previsto,MAPE,MSE,AE
gamma1,[0.5765919646489391],[0.5760505795478821],0.0009389397255764429,2.930978276465598e-07,0.000541385101057057
gamma2,[0.9810562099841368],[0.9795486330986023],0.0015366875722226624,2.2727880657978715e-06,0.0015075768855344895
gamma3,[0.48333826247680256],[0.4828994572162628],0.0009078636942400212,1.9255005667735174e-07,0.000438805260539743
gamma4,[0.31783677819012823],[0.31769558787345886],0.0004442227154244289,1.9934705521197165e-08,0.00014119031666937065
JXX,[0.3965657038489854],[0.3965440094470978],5.470569360142314e-05,4.706470732604988e-10,2.1694401887595305e-05
JXY,[-0.95637294402159],[-0.9554781913757324],0.0009355687563630923,8.005822972691548e-07,0.0008947526458575883
JXZ,[-0.18553914661270632],[-0.18534550070762634],0.0010436929813210317,3.749873655424287e-08,0.00019364590507997548
JYX,[-0.3709913181225113],[-0.3700668513774872],0.0024918824238329665,8.54638762655474e-07,0.0009244667450241106
JYY,[-0.4898356945172957],[-0.48949769139289856],0.0006900336749248482,1.1424611210222503e-07,0.00033800312439713487
JYZ,[-0.3218953854275173],[-0.3216949999332428],0.0006225174492897525,4.0154346315627585e-08,0.00020038549427447983
JZX,[-0.4481023679423799],[-0.44708895683288574],0.002261561602871215,1.0270020768461753e-06,0.0010134111094941556
JZY,[0.00863258254418886],[0.007815130986273289],0.09469374358497738,6.682270495385952e-07,0.0008174515579155717
JZZ,[-0.9774703257667732],[-0.9764680862426758],0.0010253401025869396,1.0044840636629678e-06,0.0010022395240973925
JIX,[-0.25881137975062707],[-0.2575787305831909],0.004762731718457847,1.5194239699810353e-06,0.0012326491674361506
JIY,[0.8152502726521875],[0.8139632344245911],0.0015787032163870891,1.6564673992946368e-06,0.0012870382275964598
JIZ,[-0.2079467635711556],[-0.20715250074863434],0.0038195488541444937,6.308534312394438e-07,0.0007942628225212633
JXI,[-0.587893141865695],[-0.5872063636779785],0.001168202414365548,4.7166427912309484e-07,0.0006867781877164525
JYI,[0.6355952820309936],[0.6343100070953369],0.002022159339430075,1.6519316602272474e-06,0.0012852749356566662
JZI,[0.5175681866126696],[0.515602171421051],0.0037985626676274847,3.865215733674892e-06,0.001966015191618542
