,treino,previsto,MAPE,MSE,AE
gamma1,[0.22199627351205975],[0.22202859818935394],0.00014560909867001521,1.044884762173729e-09,3.2324677294193194e-05
gamma2,[0.8090248481419567],[0.8089687824249268],6.93003647029483e-05,3.143364626086347e-09,5.6065717029984974e-05
gamma3,[0.44702127627294486],[0.4470059871673584],3.420218767645994e-05,2.337567496338584e-10,1.5289105586457907e-05
gamma4,[0.7724015287710279],[0.7723442912101746],7.410337592724214e-05,3.2761383724347637e-09,5.723756085329601e-05
JXX,[0.47920496341231167],[0.478679358959198],0.0010968259789526354,2.762600411329207e-07,0.0005256044531136705
JXY,[0.37092763164172804],[0.3709653317928314],0.00010163748366903895,1.421301393217792e-09,3.770015110338143e-05
JXZ,[0.1974549908787],[0.19760510325431824],0.0007602359147784488,2.25337253137512e-08,0.00015011237561823876
JYX,[0.9521627573684557],[0.9519788026809692],0.00019319668414132104,3.383932704823485e-08,0.00018395468748644284
JYY,[0.40583116852207146],[0.4055570960044861],0.0006753362946061445,7.511574489558708e-08,0.00027407251758537754
JYZ,[-0.314340722076323],[-0.313820481300354],0.0016550218900454779,2.7065046498084435e-07,0.0005202407759690164
JZX,[-0.24010228897073405],[-0.23929965496063232],0.0033428836249018608,6.442213541719704e-07,0.0008026340101017215
JZY,[0.2672760341622098],[0.26717525720596313],0.0003770519738612274,1.0155994910341637e-08,0.00010077695624666205
JZZ,[0.3840317846476238],[0.383362740278244],0.0017421588423824136,4.476203681987561e-07,0.0006690443693797565
JIX,[-0.8531466903953369],[-0.8523226976394653],0.0009658277587523669,6.78964061728755e-07,0.0008239927558715276
JIY,[0.1887238582724753],[0.18862387537956238],0.0005297840656084705,9.996578875234176e-09,9.998289291290874e-05
JIZ,[0.9788939235548184],[0.9783676862716675],0.0005375835629257154,2.769256781780743e-07,0.0005262372831509321
JXI,[-0.31203169079243565],[-0.311630517244339],0.001285682063503985,1.6094021569246002e-07,0.00040117354809665606
JYI,[0.08794858485146739],[0.08817050606012344],0.0025233061911211414,4.924902285136239e-08,0.0002219212086560507
JZI,[-0.25131913562220887],[-0.2519821524620056],0.002638147064111413,4.3959132985406717e-07,0.0006630168397967484
