,treino,previsto,MAPE,MSE,AE
gamma1,[0.4606660816810936],[0.45971083641052246],0.0020736175476283587,9.124935269484818e-07,0.0009552452705711145
gamma2,[0.961985163786831],[0.9592442512512207],0.002849225371439958,7.512601527865479e-06,0.0027409125356102626
gamma3,[0.17655246550171377],[0.1764509677886963],0.0005748869761124866,1.030178574777961e-08,0.00010149771301748434
gamma4,[0.6047448911757226],[0.6046039462089539],0.00023306516322069685,1.9865483657444704e-08,0.00014094496676875234
JXX,[-0.7432552611528482],[-0.7422480583190918],0.001355123719130068,1.014457548326998e-06,0.0010072028337564376
JXY,[-0.3032215345335192],[-0.3040640652179718],0.002778597785769986,7.098579542441897e-07,0.0008425306844526137
JXZ,[0.7594986370688406],[0.7572358846664429],0.002979271182276803,5.1200484345565865e-06,0.0022627524023977053
JYX,[-0.11847555907257856],[-0.11710646748542786],0.011555898937028821,1.8744117740068389e-06,0.0013690915871507059
JYY,[-0.9427359472588261],[-0.9403228163719177],0.0025597102708611375,5.823200677351423e-06,0.002413130886908421
JYZ,[0.7923633416986142],[0.7907417416572571],0.002046535921110214,2.6295866941294804e-06,0.0016216000413571408
JZX,[-0.7402518531783084],[-0.7391694784164429],0.0014621709587329466,1.1715351251235444e-06,0.0010823747618655677
JZY,[0.2825321585235483],[0.283110111951828],0.002045619979332507,3.340301652602692e-07,0.0005779534282797094
JZZ,[0.23915971379161394],[0.24098236858844757],0.007621077847675299,3.322070508420655e-06,0.0018226547968336337
JIX,[-0.08278658122587723],[-0.08133404701948166],0.017545527123924074,2.109855620749216e-06,0.0014525342063955726
JIY,[0.75573580747802],[0.756833016872406],0.0014518425401165971,1.2038684551287967e-06,0.0010972093943859562
JIZ,[-0.936307039182035],[-0.9331480264663696],0.003373906831273061,9.979361337735189e-06,0.0031590127156653214
JXI,[-0.43514770769241484],[-0.4334113299846649],0.003990317947342349,3.015007543970885e-06,0.0017363777077499254
JYI,[0.9235823398396055],[0.9208469986915588],0.0029616646291890634,7.482091196197071e-06,0.0027353411480466328
JZI,[0.32863746890923196],[0.3265734016895294],0.006280681343345612,4.26037348745056e-06,0.0020640672197025367
