,treino,previsto,MAPE,MSE,AE
gamma1,[0.46137519071410127],[0.31730350852012634],0.31226577651690707,0.02075664961020171,0.14407168219397493
gamma2,[0.7856333408759735],[0.7213218808174133],0.08185938237658485,0.004135963894863776,0.06431146005856014
gamma3,[0.5584469387242702],[0.34348049759864807],0.38493619754939784,0.04621057081021557,0.21496644112562213
gamma4,[0.974261266946173],[0.6567680835723877],0.32588094605153434,0.10080192148882006,0.3174931833737853
JIX,[-0.837818670752231],[-0.4963419735431671],0.4075782852899075,0.11660633473681073,0.34147669720906393
JIY,[0.2136055782918591],[-0.005563174840062857],1.0260441458717975,0.04803494234940135,0.21916875313192197
JIZ,[0.9954557010352247],[0.6864638328552246],0.31040242961958414,0.09547597460136657,0.30899186818000013
JXI,[-0.7188265123325341],[-0.8141753077507019],0.13264507329977104,0.00909139278769561,0.09534879541816776
JYI,[0.704572082529658],[0.879531741142273],0.24832045286899412,0.03061088214184278,0.17495965861261498
JZI,[-0.7008545123478973],[-0.4347808063030243],0.3796418534190683,0.0707952170484535,0.266073706044873
JXX,[-0.16795724132015688],[-0.4406346380710602],1.6234929474170803,0.07435296269884953,0.2726773967509033
JXY,[0.7918128551580439],[0.9536005258560181],0.20432564291429917,0.026175250389876132,0.16178767069797417
JXZ,[-0.40060849944206534],[-0.6380356550216675],0.5926662961726255,0.0563716542066206,0.23742715557960214
JYX,[0.36267120144248377],[-0.1190868690609932],1.3283604228495083,0.23209083849523307,0.48175807050347697
JYY,[-0.8468727980494843],[-0.7983264327049255],0.0573242704882843,0.0023567495881673802,0.048546365344558806
JYZ,[0.7208768750809686],[0.9298064112663269],0.28982693634317425,0.043651551090628925,0.20892953618535826
JZX,[-0.0646316912873881],[0.1698886901140213],3.6285663693775643,0.05499980929266254,0.2345203814014094
JZY,[-0.9926550802113958],[-0.6727796196937561],0.3222423043959227,0.10232031024137209,0.3198754605176397
JZZ,[-0.7094524862747427],[-0.48045578598976135],0.32277947391152,0.05243948874140956,0.2289967002849813
