,treino,previsto,MAPE,MSE,AE
gamma1,[0.32611987261685993],[0.32596394419670105],0.00047813222453349584,2.4313672213244068e-08,0.00015592842015887953
gamma2,[0.07355343057826824],[0.07371645420789719],0.002216397363756826,2.6576703817395256e-08,0.00016302362962894446
gamma3,[0.8415228969062091],[0.8410853147506714],0.000519988412848208,1.914781428450074e-07,0.00043758215553768576
gamma4,[0.6172199559140832],[0.6166682243347168],0.000893897830230215,3.0440773567012885e-07,0.000551731579366388
JXX,[-0.7666989331142724],[-0.7663189172744751],0.0004956519741767519,1.444120384968461e-07,0.0003800158397972986
JXY,[-0.9823887482258662],[-0.9821412563323975],0.00025192867275372117,6.12522373327382e-08,0.000247491893468732
JXZ,[-0.6866193298332723],[-0.686219334602356],0.0005825574864219333,1.5999618475585091e-07,0.00039999523091638345
JYX,[0.02742641700535131],[0.02727353759109974],0.0055741664768585355,2.33721153019038e-08,0.00015287941425157214
JYY,[0.9789858207551021],[0.9781257510185242],0.0008785313518785673,7.397199517772275e-07,0.0008600697365779286
JYZ,[0.38702052286287625],[0.3865276575088501],0.001273486352559076,2.429162571993229e-07,0.0004928653540261507
JZX,[-0.24314685775343814],[-0.24293117225170135],0.0008870585609438517,4.652023565944836e-08,0.00021568550173678425
JZY,[-0.18990452936148783],[-0.1896921843290329],0.0011181672873674668,4.5090412808285406e-08,0.0002123450324549303
JZZ,[0.3826192568247586],[0.38270947337150574],0.00023578673874337554,8.139025306975987e-09,9.021654674712387e-05
JIX,[-0.1829282414910125],[-0.18295301496982574],0.00013542730532650922,6.137252525102872e-10,2.4773478813244765e-05
JIY,[0.0839440182091924],[0.08388280123472214],0.0007292595205259506,3.747517963292136e-09,6.121697447025731e-05
JIZ,[0.7240732329585464],[0.7234567999839783],0.000851340646925198,3.799896121349356e-07,0.0006164329745681485
JXI,[-0.6466687116091123],[-0.6458141207695007],0.0013215280471589599,7.303255031480439e-07,0.0008545908396115909
JYI,[-0.5496809588437066],[-0.5496160984039307],0.00011799651913061787,4.206876647928055e-09,6.48604397759378e-05
JZI,[-0.9418054934637778],[-0.9414326548576355],0.00039587644023089837,1.3900862623016664e-07,0.000372838606142345
