,treino,previsto,MAPE,MSE,AE
gamma1,[0.22199627351205975],[0.22197508811950684],9.543129809232074e-05,4.4882085762105297e-10,2.118539255291374e-05
gamma2,[0.8090248481419567],[0.8088335394859314],0.00023646820794777127,3.659900187022427e-08,0.0001913086560253463
gamma3,[0.44702127627294486],[0.4466271996498108],0.0008815612232591983,1.5529638490074816e-07,0.00039407662313406533
gamma4,[0.7724015287710279],[0.7718503475189209],0.0007135942014303694,3.0380077267419413e-07,0.0005511812521069581
JXX,[0.47920496341231167],[0.47816839814186096],0.002163093769041031,1.0744675599045467e-06,0.0010365652704507067
JXY,[0.37092763164172804],[0.37108856439590454],0.0004338656396780476,2.5899351366834275e-08,0.00016093275417650155
JXZ,[0.1974549908787],[0.19695942103862762],0.0025097863460782875,2.455894663893584e-07,0.000495569840072374
JYX,[0.9521627573684557],[0.9510450959205627],0.001173813446539202,1.2491671121061364e-06,0.001117661447892937
JYY,[0.40583116852207146],[0.40529191493988037],0.0013287633479579888,2.907944259059231e-07,0.0005392535821910904
JYZ,[-0.314340722076323],[-0.3135593831539154],0.002485643340279352,6.10490511669093e-07,0.000781338922407615
JZX,[-0.24010228897073405],[-0.23842863738536835],0.006970577384081912,2.8011096291971163e-06,0.0016736515853656986
JZY,[0.2672760341622098],[0.2668289840221405],0.001672615883689666,1.9985382773597527e-07,0.0004470501400692939
JZZ,[0.3840317846476238],[0.3827716112136841],0.003281430038651595,1.588037083607358e-06,0.001260173433939693
JIX,[-0.8531466903953369],[-0.8511835336685181],0.0023010775859765597,3.853984334053878e-06,0.0019631567268187933
JIY,[0.1887238582724753],[0.1883714646100998],0.0018672449026911908,1.2418129328241378e-07,0.0003523936623754942
JIZ,[0.9788939235548184],[0.9771638512611389],0.001767374637894166,2.9931501413574342e-06,0.0017300722936794966
JXI,[-0.31203169079243565],[-0.31164801120758057],0.0012296173631616914,1.472100238345657e-07,0.0003836795848550789
JYI,[0.08794858485146739],[0.08859992772340775],0.0074059505680549335,4.2424753682750636e-07,0.0006513428719403525
JZI,[-0.25131913562220887],[-0.25205373764038086],0.0029229848190957903,5.396401251023645e-07,0.0007346020181719926
