,treino,previsto,MAPE,MSE,AE
gamma1,[0.5739411879281008],[0.5737969279289246],0.00025134979369052275,2.0810947362323478e-08,0.00014425999917622168
gamma2,[0.013114189588902203],[0.013154622167348862],0.003083116815763774,1.6347933998452012e-09,4.0432578446658596e-05
gamma3,[0.21672980046384815],[0.21672767400741577],9.811555346020717e-06,4.521816958823345e-12,2.1264564323830726e-06
gamma4,[0.2794823660111103],[0.27960872650146484],0.00045212330265410574,1.596697352263646e-08,0.0001263604903545268
JXX,[-0.9419895434327705],[-0.9417511224746704],0.0002531036143259824,5.684455326137737e-08,0.0002384209581001162
JXY,[-0.0687546912437893],[-0.0683671236038208],0.005636962845113637,1.5020867555075298e-07,0.0003875676399685002
JXZ,[0.8867134339966274],[0.8868686556816101],0.00017505281755245263,2.409377148887488e-08,0.00015522168498272038
JYX,[0.2979491062738484],[0.29747238755226135],0.001600000508640215,2.2726073951159603e-07,0.00047671872158705497
JYY,[0.8018009835012454],[0.8015566468238831],0.00030473481872695285,5.970041190447046e-08,0.00024433667736234455
JYZ,[-0.7735880706937113],[-0.7735320329666138],7.243871670261222e-05,3.140226858254121e-09,5.60377270975021e-05
JZX,[-0.06186190443567252],[-0.0618022084236145],0.0009649882686701714,3.563613855631176e-09,5.969601205801922e-05
JZY,[-0.5068543347603394],[-0.5065544247627258],0.0005917084595031503,8.994600666855023e-08,0.00029990999761353443
JZZ,[0.08752171847186085],[0.08758936077356339],0.0007728630434088017,4.57548097961619e-09,6.764230170253072e-05
JIX,[0.24580338977940386],[0.24647796154022217],0.002744354996176839,4.5504706049351513e-07,0.0006745717608183099
JIY,[0.4835739785214588],[0.4840683043003082],0.0010222340340993166,2.4435797563511246e-07,0.0004943257788494471
JIZ,[0.5903871311313933],[0.5902872681617737],0.00016914828314133423,9.972612701247737e-09,9.986296961961294e-05
JXI,[0.8849005675541006],[0.8846330046653748],0.0003023649193326023,7.15898994233321e-08,0.00026756288872586964
JYI,[0.4797971494798614],[0.48025694489479065],0.0009583121021617111,2.1141182358995446e-07,0.0004597954149292427
JZI,[0.844649993330834],[0.8445723652839661],9.190557921137013e-05,6.0261136605326755e-09,7.762804686795022e-05
