,treino,previsto,MAPE,MSE,AE
gamma1,[0.35803267961629326],[0.3264516592025757],0.08820708893825902,0.0009973608503716462,0.031581020413717575
gamma2,[0.260402331953273],[0.195673868060112],0.24857098401398334,0.004189774037968248,0.064728463893161
gamma3,[0.8042812841588886],[0.6371846199035645],0.2077589862482907,0.02792129520525651,0.1670966642553241
gamma4,[0.6316639223416798],[0.4786442518234253],0.2422485519688792,0.02341501956551516,0.1530196705182545
JIX,[-0.7863429245966886],[-0.6719865202903748],0.1454281595589694,0.013077387205869125,0.11435640430631389
JIY,[0.40517104797371095],[0.3441940248012543],0.15049699004261802,0.003718197354974319,0.06097702317245668
JIZ,[0.30408404062855077],[0.024741608649492264],0.9186356225787101,0.07803219430397493,0.2793424319790585
JXI,[0.8807047791322358],[0.7405808568000793],0.1591043056110374,0.019634713609748205,0.14012392233215643
JYI,[-0.4577695468793537],[-0.5182167291641235],0.13204718989465866,0.0036538618461681954,0.06044718228476986
JZI,[-0.48844897313392166],[-0.32631734013557434],0.3319315668903955,0.026286666418710785,0.16213163299834732
JXX,[0.4681187282893935],[0.31279242038726807],0.33180964254457657,0.02412626192650587,0.15532630790212543
JXY,[0.3169000364801515],[0.2900521159172058],0.08472047167033787,0.0007208108385542434,0.026847920562945715
JXZ,[-0.39402405222328984],[-0.1930256336927414],0.5101171296432545,0.04040036425178152,0.20099841853054845
JYX,[0.36846625615391093],[0.2908771336078644],0.21057321057273976,0.006020071937465429,0.07758912254604655
JYY,[-0.2066527099339721],[-0.274414598941803],0.32790225218668345,0.00459167360190959,0.06776188900783087
JYZ,[0.5550331757802247],[0.35996946692466736],0.35144513403428757,0.03804985051248564,0.19506370885555735
JZX,[-0.7632008602691229],[-0.6942902207374573],0.09029161668838542,0.004748676240663161,0.06891063953166565
JZY,[-0.5534677673755009],[-0.5453177094459534],0.014725442762808745,6.64234442549798e-05,0.008150057929547483
JZZ,[0.8029261725493977],[0.6582225561141968],0.18022032583113792,0.020939136609425747,0.1447036164352009
