,treino,previsto,MAPE,MSE,AE
gamma1,[0.1692370701348863],[0.16543808579444885],0.022447708042981202,1.4432282018889053e-05,0.0037989843404374612
gamma2,[0.3602371232890349],[0.35164007544517517],0.023864969177432388,7.390923162961321e-05,0.008597047843859729
gamma3,[0.44091632364843825],[0.428114116191864],0.029035458135548614,0.0001638965157611649,0.012802207456574233
gamma4,[0.2288147816548517],[0.2190011888742447],0.04288880600122244,9.630660326358193e-05,0.009813592780607006
JXX,[0.46768034181955564],[0.4529303312301636],0.031538658503382305,0.00021756281238717823,0.01475001058939207
JXY,[0.45606486545824554],[0.4473942220211029],0.019011864525960646,7.518005761406462e-05,0.008670643437142633
JXZ,[0.7163732339305475],[0.6686983704566956],0.06655031374116646,0.0022728926072504247,0.04767486347385197
JYX,[-0.9264151318174876],[-0.895278811454773],0.03360946868563107,0.0009694704457295978,0.03113632036271463
JYY,[-0.661415621972901],[-0.6340831518173218],0.041324198049708466,0.0007470639248056314,0.02733247015557927
JYZ,[0.9939517430031608],[0.9480037689208984],0.04622757030782353,0.0021112163222642543,0.045947974082262366
JZX,[0.4936040808612847],[0.4695768654346466],0.04867710045004746,0.0005773070811580761,0.024027215426638104
JZY,[-0.47800393580086764],[-0.47339197993278503],0.009648363795071151,2.127013692914159e-05,0.004611955868082607
JZZ,[0.48488572323438395],[0.4809648096561432],0.008086263196380951,1.537356328803275e-05,0.003920913578240759
JIX,[0.23428295333990445],[0.22356577217578888],0.04574460502282801,0.00011485797210447366,0.010717181164115575
JIY,[0.7802771064051002],[0.7540442943572998],0.033619866368578236,0.0006881604279352202,0.02623281204780037
JIZ,[-0.0870255604078809],[-0.08410218358039856],0.03359216319643029,8.546132075460698e-06,0.002923376827482338
JXI,[0.42280951861583915],[0.3845822215080261],0.09041257451572655,0.0014613262441690105,0.03822729710781303
JYI,[0.8739626067564656],[0.8399738073348999],0.0388904504137863,0.0011552384861194275,0.03398879942156574
JZI,[0.041119655381228304],[0.00710706040263176],0.8271614794253302,0.0011568566171780508,0.034012594978596544
