,treino,previsto,MAPE,MSE,AE
gamma1,[0.4196168693608048],[0.41773417592048645],0.004486696264585842,3.5445345902176625e-06,0.0018826934403183282
gamma2,[0.7304536193560192],[0.726996660232544],0.004732619610431841,1.1950566381378505e-05,0.0034569591234752117
gamma3,[0.4472075177512177],[0.44629213213920593],0.002046892271880358,8.379308186781543e-07,0.0009153856120117654
gamma4,[0.17043578788226488],[0.17025227844715118],0.001076707171620902,3.3675712775746864e-08,0.00018350943511369344
JXX,[-0.16901214393001562],[-0.16955459117889404],0.0032095164067206636,2.942490178157658e-07,0.0005424472488784193
JXY,[0.9477175926021346],[0.9407700896263123],0.0073307734604215824,4.826779759906057e-05,0.006947502975822362
JXZ,[-0.7925346218433929],[-0.785882294178009],0.008393737613520103,4.4253463367630905e-05,0.006652327665383817
JYX,[-0.11059342843000564],[-0.1075880154967308],0.027175330179559008,9.032506899495625e-06,0.0030054129332748314
JYY,[-0.5503848671455052],[-0.5477863550186157],0.004721263759242262,6.752265273591484e-06,0.0025985121268894407
JYZ,[-0.3008668707978617],[-0.2963298559188843],0.015079808777037483,2.058450401206228e-05,0.004537014878977397
JZX,[0.9974802210612592],[0.9869042634963989],0.01060267395939752,0.00011185087841372569,0.010575957564860294
JZY,[-0.3414020699641964],[-0.34066975116729736],0.0021450332652518953,5.362908202916813e-07,0.0007323187968990563
JZZ,[0.21555557164949524],[0.21653421223163605],0.004540084835905481,9.577373890129047e-07,0.0009786405821408106
JIX,[0.09623810762339824],[0.09166110306978226],0.047559170339537944,2.0948970683821435e-05,0.004577004553615982
JIY,[-0.3083363533238903],[-0.31071919202804565],0.007728049834111851,5.677920290020716e-06,0.0023828387041553434
JIZ,[0.6897021771332552],[0.6858072280883789],0.0056472912135287845,1.5170628062182847e-05,0.0038949490448763058
JXI,[-0.42280512918931357],[-0.42030584812164307],0.00591118909191717,6.246405855216196e-06,0.0024992810676705
JYI,[0.02069005261749912],[0.023144183680415154],0.11861405614988094,6.022759273969372e-06,0.0024541310629160318
JZI,[-0.31237144182748366],[-0.3075014650821686],0.015590339234675217,2.3716673499909713e-05,0.0048699767453150855
