,treino,previsto
gamma1,[0.7911525137028831],[0.7912114262580872]
gamma2,[0.007468944436742619],[0.007339338306337595]
gamma3,[0.3833047283684954],[0.3834896981716156]
gamma4,[0.30461586515781447],[0.3046780228614807]
JIX,[-0.2872035864745557],[-0.28685376048088074]
JIY,[0.6623205548983861],[0.6623277068138123]
JIZ,[-0.2952427056704183],[-0.2951144278049469]
JXI,[-0.8825503740913454],[-0.882479727268219]
JYI,[-0.05333894071130718],[-0.05359959974884987]
JZI,[0.4563627662832759],[0.45623937249183655]
JXX,[0.35697982544055074],[0.35690245032310486]
JXY,[-0.8706931801415108],[-0.8707916736602783]
JXZ,[-0.0059663070718503075],[-0.006081368308514357]
JYX,[-0.6081501633286799],[-0.608004093170166]
JYY,[-0.930926402572763],[-0.9308196902275085]
JYZ,[0.9592415959706198],[0.9592322707176208]
JZX,[0.40975020468332324],[0.4099774956703186]
JZY,[-0.27806031697958034],[-0.27793723344802856]
JZZ,[0.5519991186261384],[0.5522468686103821]
