,treino,previsto
gamma1,[0.9009141618624731],[0.9459545612335205]
gamma2,[0.22983153776309395],[0.27264925837516785]
gamma3,[0.44584221367087673],[0.39891958236694336]
gamma4,[0.16676022890484743],[0.10378576815128326]
JIX,[-0.007687660399174678],[-0.25763654708862305]
JIY,[0.7135280737268923],[0.690263569355011]
JIZ,[-0.8226115535480942],[-0.8060059547424316]
JXI,[-0.24315592595339663],[-0.011389321647584438]
JYI,[-0.901677355883151],[-0.9651979804039001]
JZI,[0.29958585220893297],[0.24183915555477142]
JXX,[-0.6216283712709287],[-0.4691869914531708]
JXY,[-0.3820884662461579],[-0.3788847029209137]
JXZ,[0.6372988369628543],[0.6164364218711853]
JYX,[-0.8907656012382117],[-0.90496426820755]
JYY,[-0.692922154771433],[-0.6640902757644653]
JYZ,[-0.397379389990171],[-0.3863261342048645]
JZX,[0.6231667131509544],[0.6188984513282776]
JZY,[-0.04911682328475431],[-0.02409421280026436]
JZZ,[0.25230496685491355],[0.41382479667663574]
