,treino,previsto
gamma1,[0.3642906472729208],[0.31025442481040955]
gamma2,[0.9552362077987966],[0.6762051582336426]
gamma3,[0.01127596271534248],[-0.009930013678967953]
gamma4,[0.7216819040125406],[0.6095466613769531]
JIX,[0.09738921128764444],[0.40810176730155945]
JIY,[0.5010819007713414],[0.7873315215110779]
JIZ,[0.49461345881920815],[0.2661609947681427]
JXI,[0.7300902479000198],[0.7808622717857361]
JYI,[-0.42818641019276615],[-0.09825284779071808]
JZI,[0.9311449267290317],[0.07850418984889984]
JXX,[0.13348005804138263],[-0.07763339579105377]
JXY,[0.4947781939171796],[0.6323989629745483]
JXZ,[0.5097966322719836],[0.3509003818035126]
JYX,[0.8583989113564305],[0.5034725069999695]
JYY,[-0.45177555601451247],[-0.25074803829193115]
JYZ,[-0.2667563735632268],[-0.03920779004693031]
JZX,[0.434689013949763],[0.7618469595909119]
JZY,[0.1705933202916765],[0.24381758272647858]
JZZ,[0.5007357462750803],[0.26101356744766235]
