,treino,previsto
gamma1,[0.5123190504571955],[0.5103190541267395]
gamma2,[0.7944608177634946],[0.7914206981658936]
gamma3,[0.6249799602888791],[0.6140170097351074]
gamma4,[0.8248125234140684],[0.8048727512359619]
JXX,[-0.9152157476835985],[-0.9013928771018982]
JXY,[0.9059441202489178],[0.8807500004768372]
JXZ,[-0.4886326635670657],[-0.4828912913799286]
JYX,[-0.388198039461112],[-0.38533616065979004]
JYY,[-0.15183968698754158],[-0.14550749957561493]
JYZ,[0.17702802805051898],[0.1699506938457489]
JZX,[-0.7512167010322528],[-0.7439900636672974]
JZY,[0.37335460974244605],[0.3556760847568512]
JZZ,[0.6644810467531526],[0.6419256329536438]
JIX,[-0.24607539521922805],[-0.2534652352333069]
JIY,[0.8535770154526414],[0.828942596912384]
JIZ,[0.6868934782644844],[0.6397827863693237]
JXI,[-0.5719084600959132],[-0.5686343312263489]
JYI,[0.7434162244908751],[0.7359952330589294]
JZI,[0.2729234915013832],[0.23973232507705688]
